date,CPI,근원CPI,실업률(계절조정),실업률(원계열),고용률,기준금리,M2통화량,CD금리,국고채3년,달러환율,국내GDP,생산자물가지수,산업생산지수,설비투자지수,제조업가동률,소매판매액지수,서비스업생산지수,경제심리지수(원계열),경제심리지수(계절조정),수입물가지수,수입금액지수,수출금액지수,무역수지,전세지수,브랜트유,WTI유,금,코스피,미국cpi,미국기준금리,미국실업률
2017-02-01,97.632,97.483,4,4.9,59.3,1.25,0.4,1.49,1.665,1136.39,486351.7667,98.75,97.9,100.4,104.451,94,97.1,98.2,98.2,103.66,92.9,98.64,5.74,94.97,56.51,54.01,"1,253.90","2,091.64",244.006,0.66,4.6
2017-03-01,97.565,97.502,3.7,4.1,60.3,1.25,0.3,1.48,1.709,1116.65,487544.9333,98.71,99,104.4,105.858,92.6,97.8,100.7,98.7,101.44,109.29,111.45,2.16,95.04,53.53,50.6,"1,251.20","2,160.23",243.892,0.79,4.4
2017-04-01,97.442,97.597,3.9,4.2,61,1.25,0.7,1.43,1.678,1136.87,488738.1,98.5,98.1,102.1,103.584,93.2,97.9,100.3,99.2,101.87,96.85,105.41,8.56,95.1,52.05,49.33,"1,268.30","2,205.44",244.193,0.9,4.4
2017-05-01,97.546,97.786,3.4,3.6,61.5,1.25,0.3,1.39,1.69,1118.65,490985.8667,98.23,98.4,105.5,103.626,93.2,98.1,101.3,99.7,100.43,100.71,102.57,1.86,95.17,50.76,48.32,"1,275.40","2,347.38",244.004,0.91,4.4
2017-06-01,97.338,97.729,3.7,3.8,61.5,1.25,0.4,1.38,1.673,1144.43,493233.6333,97.85,98.1,109.1,102.018,94,98.4,100.7,100.3,99.22,103.45,106.43,2.98,95.25,48.77,46.04,"1,242.30","2,391.79",244.163,1.04,4.3
2017-07-01,97.499,97.984,3.5,3.4,61.6,1.25,0,1.39,1.74,1118.4,495481.4,97.92,98.4,105.8,103.301,93.2,98.1,99.9,100.8,99.72,98.92,103.24,4.32,95.3,52.72,50.17,"1,273.40","2,402.71",244.243,1.15,4.3
2017-08-01,98.058,98.126,4,3.6,61.2,1.25,0.6,1.39,1.78,1123.85,495105.5667,98.37,98.7,105.7,102.801,92.9,99.2,101.1,101.3,101.28,103.91,106.1,2.19,95.37,52.86,47.23,"1,322.20","2,363.19",245.183,1.16,4.4
2017-09-01,98.172,97.965,3.7,3.3,61.4,1.25,0.3,1.38,1.785,1144.29,494729.7333,99.03,100.4,113.3,103.107,95.3,100.1,99.7,101.6,103.07,107.59,122.38,14.79,95.43,56.79,51.67,"1,284.80","2,394.47",246.435,1.15,4.3
2017-10-01,98.077,98.145,3.7,3.2,61.4,1.25,0.3,1.38,2.026,1117.42,494353.9,99.14,98.5,93.5,104.219,94.1,98.6,102.8,101.8,103.65,98.01,101.51,3.5,95.49,60.94,54.38,"1,270.50","2,523.43",246.626,1.15,4.2
2017-11-01,97.347,97.805,3.7,3.1,61.4,1.5,0.6,1.45,2.15,1087.13,496748.2667,99.04,99.3,103.8,103.243,97.7,99.4,102.8,101.9,103.4,108.33,119.11,10.78,95.53,62.63,57.4,"1,276.70","2,476.37",247.284,1.16,4.2
2017-12-01,97.698,97.965,3.5,3.3,60.4,1.5,0.3,1.66,2.1,1066.37,499142.6333,99.09,98.7,106.3,99.442,95.6,99.2,102.7,101.7,102.68,112.36,113.47,1.11,95.5,66.44,60.42,"1,309.30","2,467.49",247.805,1.3,4.1
2018-01-01,98.106,98.192,3.3,3.7,59.5,1.5,1.4,1.66,2.19,1069.08,501537,99.5,99.6,114.4,103.616,97,99.4,100.1,101.3,103.52,118.18,114.23,-3.95,95.46,68.89,64.73,"1,343.10","2,566.46",248.859,1.41,4
2018-02-01,98.855,98.608,3.8,4.6,59.2,1.5,0.4,1.65,2.277,1084.21,502848.9667,99.92,100.2,113.5,103.873,98.1,100.6,101.6,100.8,103.99,106.99,102.48,-4.51,95.37,64.73,61.64,"1,317.90","2,427.36",249.529,1.42,4.1
2018-03-01,98.751,98.807,4,4.5,60.2,1.5,0.2,1.65,2.271,1060.25,504160.9333,99.88,99,107.5,102.416,99.2,100.2,98.4,100.2,104.54,114.89,120.21,5.32,95.25,69.34,64.94,"1,327.30","2,445.85",249.577,1.51,4
2018-04-01,98.931,98.996,3.8,4.1,60.9,1.5,0.5,1.65,2.192,1069.33,505472.9,100.01,100.6,103.3,105.133,98.4,100.7,100.5,99.7,105.69,112.88,116.91,4.03,95.06,74.69,68.57,"1,319.20","2,515.38",250.227,1.69,4
2018-05-01,98.979,99.137,3.8,4,61.3,1.5,0.5,1.65,2.25,1079.59,506349.2667,100.3,100.6,101,106.128,97.5,100.5,102.5,99.2,108.8,114.8,121.64,6.84,94.8,77.56,67.04,"1,304.70","2,423.01",250.792,1.7,3.8
2018-06-01,98.779,98.958,3.6,3.7,61.4,1.5,0.6,1.65,2.175,1113.91,507225.6333,100.33,100.3,96.2,104.579,98,100.8,100.5,98.8,110.17,115.7,121.05,5.35,94.56,79.23,74.15,"1,254.50","2,326.13",251.018,1.82,4
2018-07-01,98.59,98.967,3.8,3.7,61.3,1.5,0.5,1.65,2.097,1112.25,508102,100.8,101.1,96.2,104.598,98.4,100.8,96.2,98.3,111.66,114.84,120.82,5.98,94.36,74.21,68.76,"1,233.60","2,295.26",251.214,1.91,3.8
2018-08-01,99.462,99.137,4.6,4,60.9,1.5,0.5,1.65,2.019,1115.46,509064.8,101.25,101.1,96,105.009,98.1,100.9,97.3,97.8,111.34,113.73,122.18,8.45,94.18,77.64,69.8,"1,206.70","2,322.88",251.663,1.91,3.8
2018-09-01,100.221,99.062,4.1,3.6,61.2,1.5,0.1,1.65,1.953,1109.98,510027.6,101.54,100.3,93.1,102.747,96.5,101,99.8,97.4,113.2,105.71,119.68,13.97,94.1,82.73,73.25,"1,196.20","2,343.07",252.182,1.95,3.7
2018-10-01,100.041,99.137,4,3.5,61.2,1.5,1,1.68,2.01,1141.02,510990.4,101.19,101.1,97.8,105.373,97.8,101.4,95.5,96.9,115.19,125.16,129.67,4.51,94.05,75.04,65.31,"1,215.00","2,029.69",252.772,2.19,3.8
2018-11-01,99.33,99.015,3.8,3.2,61.4,1.75,0.5,1.71,1.94,1119.44,511089.1333,100.49,99.8,92.8,103.091,98.8,100.6,94.4,96.5,109.52,120.35,120.19,-0.16,93.96,59.46,50.93,"1,226.00","2,096.86",252.594,2.2,3.8
2018-12-01,98.988,98.996,3.6,3.4,60.1,1.75,0.6,1.91,1.825,1113.3,511187.8667,100,99.2,90.1,101.188,99,100.7,95,96.1,105.46,112.81,109.28,-3.53,93.79,54.02,45.41,"1,281.30","2,041.04",252.767,2.27,3.9
2019-01-01,98.884,99.223,3.9,4.5,59.2,1.75,0.8,1.87,1.807,1111.4,511286.6,99.89,100.7,96.9,102.984,101.7,101.9,92.2,95.8,105.29,116.44,108.17,-8.27,93.58,60.84,53.79,"1,325.20","2,204.85",252.561,2.4,4
2019-02-01,99.311,99.695,3.9,4.7,59.4,1.75,0.2,1.87,1.802,1124.6,513552.1667,99.99,98,85.9,98.476,96.4,100.1,97.7,95.6,107.63,94.85,93.06,-1.79,93.38,66.31,57.22,"1,316.10","2,195.44",253.319,2.4,3.8
2019-03-01,99.121,99.544,3.8,4.3,60.4,1.75,0.7,1.9,1.789,1136.1,515817.7333,100.34,99.2,91.1,100.891,101.4,101.1,96.8,95.4,109.44,107.1,109.55,2.45,93.15,67.58,60.14,"1,298.50","2,140.67",254.277,2.41,3.8
2019-04-01,99.481,99.695,4.1,4.4,60.8,1.75,0.4,1.86,1.736,1163.25,518083.3,100.63,101,98.6,103.48,99.6,101.9,98.1,95.3,111.37,115.32,111.99,-3.33,92.88,72.06,63.91,"1,285.70","2,203.59",255.233,2.42,3.7
2019-05-01,99.652,99.705,3.8,4,61.5,1.75,0.4,1.84,1.679,1187.8,518454.4667,100.74,101,94.2,102.541,100.3,102.1,94.5,95.2,113.74,111.48,108.19,-3.29,92.67,61.99,53.5,"1,311.10","2,041.74",255.296,2.39,3.6
2019-06-01,99.491,99.638,3.9,4,61.6,1.75,0.8,1.8,1.496,1155.38,518825.6333,100.46,99.8,90.1,102.292,98.9,100.7,95.1,95,109.52,103.26,102.12,-1.14,92.48,64.74,58.47,"1,413.70","2,130.62",255.213,2.38,3.6
2019-07-01,99.187,99.837,4,3.9,61.5,1.5,0.4,1.68,1.382,1187.32,519196.8,100.46,101.8,94.7,106.363,98.4,101.8,92.3,94.8,110.39,111.8,108.6,-3.2,92.31,65.05,58.58,"1,437.80","2,024.55",255.802,2.4,3.7
2019-08-01,99.425,99.969,3.6,3,61.4,1.5,0.8,1.49,1.164,1209.5,520936.4333,100.69,101.8,95.3,103.143,102.1,103.2,91.5,94.5,111.17,108.39,102.84,-5.55,92.21,59.25,55.1,"1,529.40","1,967.79",256.036,2.13,3.6
2019-09-01,99.794,99.534,3.6,3.1,61.5,1.5,0.7,1.54,1.287,1198.09,522676.0667,100.75,101.7,93,105.758,99.5,102,94.5,94,110.89,99.69,104.26,4.57,92.19,59.25,54.07,"1,472.90","2,063.05",256.43,2.04,3.5
2019-10-01,100.041,99.761,3.5,3,61.7,1.25,0.9,1.46,1.357,1169.24,524415.7,100.51,102,96.6,104.316,99.8,102.3,93.4,93,108.3,107.22,109.34,2.12,92.27,59.62,54.18,"1,514.80","2,083.48",257.155,1.83,3.6
2019-11-01,99.481,99.534,3.6,3.1,61.7,1.25,0.7,1.52,1.492,1180.7,522167,100.37,101.9,95,102.185,102.9,103,94.8,91.4,107.27,103.93,105.2,1.27,92.4,60.49,55.17,"1,472.70","2,087.96",257.879,1.55,3.6
2019-12-01,99.719,99.62,3.5,3.4,60.8,1.25,0.6,1.53,1.39,1154.07,519918.3,100.65,103.1,99.4,104.625,103.9,103.1,95.3,88.9,108.99,111.7,108.23,-3.47,92.6,65.29,61.06,"1,523.10","2,197.67",258.63,1.55,3.6
2020-01-01,100.09,99.84,3.5,4.1,60,1.25,0.6,1.47,1.373,1194.97,517669.6,101.02,103.4,90.7,103.3,100,105.6,98,85.7,108.1,109.72,97.78,-11.94,92.86,56.62,51.56,"1,587.90","2,119.01",259.127,1.55,3.6
2020-02-01,100.16,100.07,3.4,4.1,60,1.25,0.6,1.42,1.253,1200.2,512941.2667,100.69,100.4,99.9,97.9,95,102,90,81.8,106.55,94.8,96.15,1.35,93.05,49.67,44.76,"1,566.70","1,987.01",259.25,1.58,3.5
2020-03-01,99.94,99.75,3.8,4.2,59.5,0.75,1,1.23,1.091,1218.3,508212.9333,99.8,98.6,100,103,93.9,96.5,68.6,78,100.85,107.93,108.98,1.05,93.23,26.35,20.48,"1,596.60","1,754.64",258.076,0.65,4.4
2020-04-01,99.5,99.79,3.9,4.2,59.4,0.75,1.2,1.1,1.024,1212.94,503484.6,98.93,97.2,100.2,98.3,97.1,96.3,61.3,75.1,95.15,97.43,85.86,-11.57,93.33,26.48,18.84,"1,694.20","1,947.56",256.032,0.05,14.8
2020-05-01,99.44,99.93,4.3,4.5,60.2,0.5,1.2,1.02,0.878,1231.49,507191.6667,98.96,95.9,96.4,89.4,101.3,97.9,63.5,73.7,98.97,88.84,81.1,-7.74,93.42,37.84,35.49,"1,751.70","2,029.60",255.802,0.05,13.2
2020-06-01,99.71,100.02,4.2,4.3,60.4,0.5,0.8,0.79,0.85,1199.28,510898.7333,99.47,98.6,100.8,96,103.5,99.1,68.2,73.9,101.41,91.86,91.64,-0.22,93.66,41.27,39.27,"1,800.50","2,108.33",257.042,0.08,11
2020-07-01,99.63,100.17,4.2,4,60.5,0.5,0.6,0.79,0.826,1193.59,514605.8,99.69,99.8,103,98.6,98.9,100.2,76.8,75.5,100.57,99.82,99.41,-0.41,93.96,43.52,40.27,"1,985.90","2,249.37",258.352,0.09,10.2
2020-08-01,100.19,100.36,3.7,3.1,60.4,0.5,0.3,0.68,0.829,1187.94,517306.0667,100.18,99.6,96.4,98.8,101.5,99.7,83.1,77.9,99.49,91.39,93.29,1.9,94.37,45.66,42.61,"1,978.60","2,326.17",259.316,0.1,8.4
2020-09-01,100.74,100.16,4.1,3.6,60.3,0.5,0.5,0.63,0.908,1164.65,520006.3333,100.38,101.4,113.9,103.6,103.1,99.7,77.4,80.9,98.37,99.8,112.33,12.53,94.87,42.3,40.22,"1,895.50","2,327.89",259.997,0.09,7.8
2020-10-01,100.18,99.5,4.2,3.7,60.4,0.5,1.2,0.63,0.91,1136.49,522706.6,99.98,101.3,94.9,103.5,102.1,101,88.8,84.2,96.2,100.16,105.56,5.4,95.31,37.94,35.79,"1,879.90","2,267.15",260.319,0.09,6.9
2020-11-01,100.09,100.16,4.1,3.4,60.7,0.5,1,0.66,0.965,1109.32,525394.7667,100.06,102.2,98.5,103.6,101.6,101.7,91.9,87.6,96.19,103.35,109.25,5.9,95.94,47.88,45.34,"1,780.90","2,591.34",260.911,0.09,6.7
2020-12-01,100.33,100.26,4.2,4.1,59.1,0.5,0.5,0.66,0.97,1084.47,528082.9333,100.84,101.5,105.4,104,102,100.2,85.7,90.8,98.16,114.91,118.65,3.74,96.87,51.82,48.52,"1,895.10","2,873.47",262.045,0.09,6.7
2021-01-01,101.04,100.56,4.7,5.7,57.4,0.5,1,0.68,0.975,1117.64,530771.1,101.96,101.6,111.7,103.5,104.1,100.1,92.9,94,101.79,114.99,108.86,-6.13,97.55,55.04,52.2,"1,850.30","2,976.21",262.639,0.09,6.4
2021-02-01,101.58,100.7,4.1,4.9,58.6,0.5,1.1,0.73,0.995,1123.89,533148.6667,102.8,103.7,106.8,106.5,101.7,102.2,96.8,96.9,106.28,109.67,105.87,-3.8,98.18,64.42,61.5,"1,728.80","3,012.95",263.573,0.08,6.2
2021-03-01,101.84,100.82,3.9,4.3,59.8,0.5,1,0.75,1.133,1127.17,535526.2333,103.89,104.5,109.1,105,103.9,103.8,101.7,99.6,109.97,128.65,125.1,-3.55,98.64,62.74,59.16,"1,715.60","3,061.42",264.847,0.07,6.1
2021-04-01,101.98,101.01,3.8,4,60.4,0.5,1.6,0.74,1.138,1117.16,537903.8,104.88,104.1,118.2,103.5,105.5,104.4,106,101.9,109.72,130.93,121.87,-9.06,98.99,66.76,63.58,"1,767.70","3,147.86",266.625,0.07,6.1
2021-05-01,102.05,101.12,3.8,4,61.2,0.5,0.8,0.68,1.134,1106.58,537964.4333,105.45,104.2,107.4,102.6,104.8,104.7,105.9,103.8,112.98,123.88,120.86,-3.02,99.35,68.95,66.32,"1,905.30","3,203.92",268.404,0.06,5.8
2021-06-01,102.05,101.14,3.7,3.8,61.3,0.5,0.8,0.66,1.302,1130.48,538025.0667,106.01,105,114.8,103.5,106,105.3,110.1,105.2,116.05,128.88,128.8,-0.08,100,74.62,73.47,"1,771.60","3,296.68",270.71,0.08,5.9
2021-07-01,102.26,101.45,3.3,3.2,61.3,0.5,0.9,0.69,1.419,1151.41,538085.7,107.04,105.2,118.6,106,107,104.9,104.6,106.3,120.23,137.89,130.69,-7.2,100.59,75.41,73.95,"1,817.20","3,202.32",271.965,0.1,5.4
2021-08-01,102.75,101.7,3.2,2.6,61.2,0.75,1.4,0.77,1.411,1158.73,540944.5333,107.6,105.1,109.8,105.6,106.5,104.3,105.8,107,121.79,132.72,126.02,-6.7,101.23,71.63,68.5,"1,818.10","3,199.27",272.752,0.09,5.1
2021-09-01,103.17,101.58,3.1,2.7,61.3,0.75,0.7,0.98,1.515,1184.23,543803.3667,108,106.3,104.3,105.2,109.1,105.9,105.3,107.4,124.58,133.6,133.18,-0.42,101.82,78.31,75.03,"1,757.00","3,068.82",273.942,0.08,4.7
2021-10-01,103.35,101.83,3.2,2.8,61.4,0.75,1.1,1.08,1.842,1174.47,546662.2,109.12,106.7,98.9,105.7,108.7,106.8,106.6,107.6,131.11,139.29,132.29,-7,102.45,83.72,83.57,"1,783.90","2,970.68",276.528,0.08,4.5
2021-11-01,103.87,102.06,3.1,2.6,61.5,1,1.3,1.17,1.953,1182.71,547542.7,109.9,108,109.5,107.2,106.3,108.3,107.4,107.7,129.82,147.64,138.64,-9,102.92,69.23,66.18,"1,776.50","2,839.01",278.824,0.08,4.2
2021-12-01,104.04,102.51,3.5,3.5,60.4,1,0.7,1.27,1.8,1187.96,548423.2,109.88,109.6,111.1,111.7,108.1,108,105.3,107.4,127.23,158.09,144.75,-13.34,103.18,77.35,75.21,"1,828.60","2,977.65",280.806,0.08,3.9
2022-01-01,104.85,103.17,3.3,4.1,59.6,1.25,0.5,1.39,2.06,1204.63,549303.7,111.04,110,116.1,112.5,106.4,108.7,106.4,106.9,132.86,155.81,133.66,-22.15,103.25,89.26,88.15,"1,796.40","2,663.34",282.542,0.08,4
2022-02-01,105.42,103.59,2.8,3.4,60.6,1.25,0.6,1.5,2.285,1200.12,550764.0667,111.57,108.2,107.2,109.2,104.3,107,106.7,106.2,138.93,138.78,127.41,-11.37,103.25,97.97,95.72,"1,900.70","2,699.18",284.525,0.08,3.8
2022-03-01,106.1,103.68,2.8,3,61.4,1.25,0,1.5,2.369,1214.17,552224.4333,113.27,110,104.5,110.1,106.4,109.1,104.3,105.3,149.45,165.76,152.14,-13.62,103.23,104.71,100.28,"1,954.00","2,757.65",287.467,0.2,3.7
2022-04-01,106.83,104.05,2.8,3,62.1,1.5,0.3,1.63,2.941,1263.03,553684.8,115.1,110.7,103.8,107.4,105.9,111.3,106.6,104.3,148.6,155.99,139.04,-16.95,103.24,107.14,104.69,"1,911.70","2,695.05",288.582,0.33,3.7
2022-05-01,107.5,104.57,2.9,3,63,1.75,0.9,1.77,3.019,1242.26,554403.7,115.92,110.7,114.2,105.1,105.4,111.9,107.6,103.2,154.23,163.51,145.18,-18.33,103.23,115.6,114.67,"1,848.40","2,685.90",291.299,0.77,3.6
2022-06-01,108.21,105.09,2.9,3,62.9,1.75,0.3,1.99,3.477,1287.51,555122.6,116.57,111.2,112.7,107.1,104.6,112.7,103.4,101.8,155.09,155.23,137.94,-17.29,103.21,109.03,105.76,"1,807.30","2,332.64",295.072,1.21,3.6
2022-07-01,108.73,105.52,3,2.9,62.9,2.25,0.2,2.41,3.238,1302.97,555841.5,116.9,111.9,115.1,106.1,105,113.1,98.5,100.4,151,168.97,140.66,-28.31,103.12,103.97,98.62,"1,781.80","2,451.50",294.94,1.68,3.5
2022-08-01,108.63,105.84,2.6,2.1,62.8,2.5,0.6,2.79,3.247,1341.19,555003.9667,116.45,111,122.9,102.4,108.6,114.3,99.9,99,149.68,170.77,135.14,-35.63,102.84,95.64,89.55,"1,726.20","2,472.05",295.162,2.33,3.6
2022-09-01,108.82,105.7,2.8,2.4,62.7,2.5,0.2,3.01,3.903,1439.96,554166.4333,116.53,110.9,112.6,102.2,106.5,114.5,98.6,97.7,154.7,157.88,136.49,-21.39,102.33,85.14,79.49,"1,684.90","2,155.49",296.421,2.56,3.5
2022-10-01,109.16,106.1,2.8,2.4,62.7,3,0.5,3.69,4.235,1425.83,553328.9,117.13,110.1,122.1,99.6,107.1,114.2,95.7,96.3,156.5,153.04,123.64,-29.4,101.43,92.81,86.53,"1,654.90","2,293.61",297.979,3.08,3.6
2022-11-01,109.07,106.35,2.8,2.3,62.7,3.25,0.8,3.99,3.895,1301.65,554139.6333,116.75,111,117.8,99.9,104.1,113.7,91.9,95.1,147.92,152.49,122.79,-29.7,99.86,86.97,80.56,"1,775.10","2,472.53",298.708,3.78,3.6
2022-12-01,109.26,106.65,3,3,61.3,3.25,-0.2,4.02,3.63,1260.92,554950.3667,116.27,109.5,115.8,96.4,104.5,114.4,92.1,94.2,138.28,154.27,127.09,-27.18,97.44,85.65,80.47,"1,842.20","2,236.40",298.808,4.1,3.5
2023-01-01,110.07,107.29,2.9,3.6,60.3,3.5,-0.1,3.8,3.46,1233.3,555761.1,116.69,108.7,100.3,100.5,101,113.7,90.7,93.4,135.29,152.78,109.39,-43.39,95.22,85.46,80.11,"1,962.20","2,425.08",300.456,4.33,3.5
2023-02-01,110.33,107.6,2.6,3.1,61.1,3.5,0.5,3.52,3.47,1323.02,556782.7,116.91,110.6,114.6,97.2,107.2,115.7,91.8,93,137.95,142.82,118.24,-24.58,93.5,83.45,77.05,"1,853.20","2,412.85",301.476,4.57,3.6
2023-03-01,110.52,107.81,2.6,2.9,62.2,3.5,-0.4,3.61,3.461,1306.11,557804.3,117.05,111.6,108.7,101.8,105.2,115.3,91.9,92.8,139,154.62,131.25,-23.37,92.44,79.89,75.67,"2,004.10","2,476.86",301.643,4.65,3.5
2023-04-01,110.77,108.12,2.6,2.8,62.7,3.5,-0.2,3.5,3.263,1337.78,558825.9,116.96,110.1,108.3,100.1,104.2,114.8,94.5,92.8,139.58,134.1,116.47,-17.63,91.86,80.33,76.78,"2,018.30","2,501.53",302.858,4.83,3.4
2023-05-01,111.13,108.51,2.5,2.7,63.5,3.5,0,3.64,3.33,1320.56,560229.1667,116.53,111.9,107.8,103.3,104.8,115.4,94.9,93,135.35,139.43,123.81,-15.62,91.57,72.6,68.09,"1,982.10","2,577.12",303.316,5.06,3.6
2023-06-01,111.16,108.61,2.6,2.7,63.5,3.5,0.3,3.75,3.548,1315.11,561632.4333,116.27,111.9,112.3,101.2,105.7,116.3,96.4,93.2,130.16,136.5,125.27,-11.23,91.42,75.41,70.64,"1,929.40","2,564.28",304.099,5.08,3.6
2023-07-01,111.29,108.91,2.8,2.7,63.2,3.5,0.5,3.75,3.638,1277.86,563035.7,116.53,111.1,101.9,99.2,103,116.4,94.8,93.4,130.43,125.63,118.78,-6.85,91.39,85.43,81.8,"2,009.20","2,632.58",304.615,5.12,3.5
2023-08-01,112.28,109.16,2.5,2,63.1,3.5,0.3,3.7,3.727,1325.14,563889.6667,117.5,112.6,103.4,102.7,104,116.5,94.7,93.5,135.83,130.89,122.63,-8.26,91.52,86.83,83.63,"1,965.90","2,556.27",306.138,5.33,3.7
2023-09-01,112.85,109.02,2.7,2.3,63.2,3.5,0.4,3.76,3.842,1352.31,564743.6333,118.03,114,110.6,104,103.4,117.2,93.4,93.5,139.83,131.46,129.76,-1.7,91.81,92.2,90.79,"1,885.40","2,465.07",307.374,5.33,3.8
2023-10-01,113.27,109.4,2.5,2.1,63.3,3.5,0.4,3.82,4.031,1352.15,565597.6,117.86,112.8,108.1,102.9,104.4,116.6,92.4,93.5,141.07,136.93,126.28,-10.65,92.15,85.02,81.02,"1,994.30","2,277.99",307.653,5.33,3.9
2023-11-01,112.68,109.4,2.8,2.3,63.1,3.5,0.9,3.83,3.771,1299.35,568048.7333,117.41,113.5,108.7,102.9,104.3,116.8,91.8,93.5,135.04,133.42,131.52,-1.9,92.39,80.86,75.96,"2,038.10","2,535.29",308.087,5.33,3.7
2023-12-01,112.73,109.6,3.2,3.3,61.7,3.5,0.5,3.83,3.35,1294.4,570499.8667,117.56,113.1,110.1,100.9,104.1,117.5,91.7,93.4,132.89,136.1,131.17,-4.93,92.5,77.04,71.65,"2,071.80","2,655.28",308.735,5.33,3.8
2024-01-01,113.17,110.01,2.9,3.7,61,3.5,0.2,3.74,3.266,1333.59,572951,118.19,113.3,103.6,101.7,103.9,117,91.8,93.4,136.27,140.93,126.58,-14.35,92.55,81.71,75.85,"2,057.40","2,497.09",309.794,5.33,3.7
2024-02-01,113.78,110.34,2.7,3.2,61.6,3.5,0.2,3.69,3.351,1334.78,572516.2333,118.55,114.6,112.8,103.4,100.3,118,93.7,93.4,137.63,123.87,122.48,-1.39,92.57,81.91,78.26,"2,054.70","2,642.36",311.022,5.33,3.9
2024-03-01,113.95,110.42,2.8,3,62.4,3.5,1.5,3.65,3.31,1345.09,572081.4667,118.82,112.7,105.9,100.5,101.8,117,92.5,93.4,138.31,133.74,132.73,-1.01,92.61,87,83.17,"2,227.10","2,746.63",312.107,5.33,3.9
2024-04-01,114.01,110.66,2.8,3,63,3.5,0.5,3.57,3.439,1385.38,571646.7,119.16,114.1,108,103.6,101.5,117.8,94.8,93.5,143.57,140.94,131.47,-9.47,92.68,86.33,81.93,"2,302.90","2,692.06",313.016,5.33,3.9
2024-05-01,114.1,110.91,2.8,3,63.5,3.5,0.3,3.6,3.432,1381.68,571836.4667,119.25,113.3,103.3,102.5,101.7,116.9,94.1,93.6,141.77,137,136.08,-0.92,92.79,81.11,76.99,"2,333.90","2,636.52",313.14,5.33,4
2024-06-01,113.84,110.95,2.8,2.9,63.5,3.5,0.5,3.6,3.262,1380.73,572026.2333,119.23,113.1,106.5,103.3,101.8,117.1,95,93.6,142.64,126.04,135.16,9.12,92.9,85,81.54,"2,350.90","2,797.82",313.131,5.33,4.1
2024-07-01,114.13,111.27,2.6,2.5,63.3,3.5,0.5,3.54,3.083,1369.08,572216,119.56,112.4,122.1,99.6,102,117.3,96.3,93.6,143.28,135.82,136.35,0.53,93.05,80.84,77.91,"2,449.30","2,770.69",313.566,5.33,4.2
2024-08-01,114.54,111.4,2.5,1.9,63.2,3.5,0.3,3.5,2.924,1336.56,572342.3,119.38,113.5,110.9,103.4,102.3,117.2,94.5,93.4,138.23,137.86,132.3,-5.56,93.25,76.93,73.55,"2,516.00","2,674.31",314.131,5.33,4.2
2024-09-01,114.65,111.18,2.5,2.1,63.3,3.5,0.3,3.52,2.868,1317.01,572468.6,119.16,113.2,117.2,103,103,116.6,94,92.9,134.67,134.15,135.66,1.51,93.42,71.77,68.17,"2,647.90","2,593.27",314.851,5.13,4.1
2024-10-01,114.69,111.39,2.7,2.3,63.3,3.25,0.9,3.43,2.911,1372.58,572594.9,119.01,113.8,113.2,102.8,102.3,117.6,92.8,92.2,137.55,140.02,133.9,-6.12,93.58,72.81,69.26,"2,761.60","2,556.15",315.564,4.83,4.1
2024-11-01,114.4,111.44,2.7,2.2,63.2,3,0.8,3.42,2.858,1394.67,572125.4667,119.1,112.4,111.3,100,101.6,117.1,93,91.3,138.8,129.76,131,1.24,93.66,71.84,68,"2,681.00","2,455.91",316.449,4.64,4.2
2024-12-01,114.91,111.59,3.7,3.8,61.4,3,0.9,3.35,2.59,1476.78,571656.0333,119.52,114.4,119.3,103,102.1,118.6,83.3,90.2,141.98,138.58,141.3,2.72,93.67,74.24,71.25,"2,653.30","2,399.49",317.603,4.48,4.1
