date,CPI,근원CPI,실업률(계절조정),실업률(원계열),고용률,기준금리,M2통화량,CD금리,국고채3년,달러환율,국내GDP,생산자물가지수,산업생산지수,설비투자지수,제조업가동률,소매판매액지수,서비스업생산지수,경제심리지수(원계열),경제심리지수(계절조정),수입물가지수,수입금액지수,수출금액지수,무역수지,전세지수,브랜트유,WTI유,금,코스피,미국cpi,미국기준금리,미국실업률
2005-01-01,73.594,74.979,3.8,4.3,58.4,3.25,0.7,3.47,3.65,1026.5,311097.1,83.26,66.9,59.1,116.268,61.4,67,95.7,99,83.28,50.33,50.28,-0.05,55.79,45.92,48.2,424.1,932.7,191.6,2.28,5.3
2005-02-01,73.892,75.129,3.6,4.3,58.3,3.25,0.4,3.59,4.19,1004.5,313041.4333,83.42,66.4,57.2,110.895,62.2,67.5,109.2,100.5,83.23,47.77,45.47,-2.3,55.91,50.06,51.75,437.6,"1,011.36",192.4,2.5,5.4
2005-03-01,74.338,75.507,3.6,4.1,59.4,3.25,1,3.55,4.04,1017.5,314985.7667,83.5,67.6,56.3,114.023,62.7,67.4,111.9,102.2,84.54,58.91,56.48,-2.43,56.19,54.29,55.4,431.1,965.68,193.1,2.63,5.2
2005-04-01,74.413,75.584,3.7,3.8,60.3,3.25,0.5,3.52,3.86,997.1,316930.1,83.73,67.2,56.8,111.039,63.3,67.3,111.4,103.6,85.6,55.07,52.46,-2.61,56.43,51.09,49.72,436.1,911.3,193.7,2.79,5.2
2005-05-01,74.338,75.584,3.7,3.6,60.8,3.25,0.8,3.51,3.71,1007.5,318413.1667,83.19,67.3,57.9,107.796,63.3,67.5,104.6,104.9,83.69,54.65,52.97,-1.68,56.51,50.73,51.97,418.9,970.21,193.6,3,5.1
2005-06-01,74.114,75.584,3.8,3.6,60.8,3.25,0.7,3.51,3.79,1035.5,319896.2333,82.81,67.7,59.9,109.11,63.6,68.3,102.6,106,84.92,54.46,54.87,0.41,56.61,55.58,56.5,437.1,"1,008.16",193.7,3.04,5
2005-07-01,74.413,75.584,3.8,3.7,60.6,3.25,0.9,3.51,4.12,1023.3,321379.3,83.32,68,62.6,108.507,64.1,68.5,99.6,106.9,87.18,54.95,54.29,-0.66,56.66,59.37,60.57,435.8,"1,111.29",194.9,3.26,5
2005-08-01,74.636,75.735,3.7,3.6,59.7,3.25,1.1,3.5,4.33,1038.5,322608.5,83.55,68.4,57.8,109.258,64.3,68.9,104.1,107.9,88.01,56.4,53.61,-2.79,56.79,67.02,68.94,438.1,"1,083.33",196.1,3.5,4.9
2005-09-01,75.008,75.735,4,3.6,60.2,3.25,-0.1,3.7,4.52,1043.5,323837.7,83.92,68.6,58,110.003,64.5,68.8,107.4,108.9,89.31,58.79,56.61,-2.18,57.26,63.48,66.24,472.3,"1,221.01",198.8,3.62,5
2005-10-01,74.859,75.735,3.9,3.6,60.5,3.5,0.1,3.93,4.81,1043.4,325066.9,84.14,69.2,60.5,113.13,64.6,69.1,105.9,109.9,88.81,58.55,58.13,-0.42,57.65,58.1,59.76,466.9,"1,158.11",199.1,3.78,5
2005-11-01,74.561,75.811,3.6,3.3,60.5,3.5,0,3.96,5.1,1037.5,326789.4,83.9,70.8,61.6,116.693,66.1,70.2,110.2,110.8,86.83,60.82,60.56,-0.26,57.77,55.05,57.32,498.7,"1,297.44",198.1,4,5
2005-12-01,74.785,75.961,3.6,3.5,59.2,3.75,0.7,4.04,5.06,1007.5,328511.9,83.66,69.6,63.5,112.977,68.1,69.6,113.2,111.7,85.95,62.18,58.65,-3.53,57.85,58.98,61.04,519.7,"1,379.37",198.1,4.16,4.9
2006-01-01,75.231,76.112,3.4,3.8,58.5,3.75,0.7,4.15,5.02,959.87,330234.4,83.95,70.8,63.2,116.203,66,71.1,116.3,112.2,85.14,59.24,53.99,-5.25,58.04,65.99,67.92,575.5,"1,399.83",199.3,4.29,4.7
2006-02-01,75.381,76.339,3.5,4.1,58.3,4,0.7,4.25,4.87,971,331028.8667,83.99,70.5,65.3,115.485,66,70.4,117.6,112.4,84.18,60.37,53.67,-6.7,58.31,61.76,61.41,563.9,"1,371.59",199.4,4.49,4.8
2006-03-01,75.827,76.867,3.5,3.9,59.4,4,0.4,4.27,4.93,971.6,331823.3333,83.88,71,66,114.426,67,71.1,117.9,112.2,84.52,66.84,61.75,-5.09,58.75,65.91,66.63,586.7,"1,359.60",199.7,4.59,4.7
2006-04-01,75.902,76.943,3.5,3.5,60.4,4,0.7,4.33,4.95,943.2,332617.8,84.03,71.7,66.7,112.223,67.3,71.4,116.6,111.8,85.77,63.15,57.84,-5.31,59.07,72.5,71.88,654.5,"1,419.73",200.7,4.79,4.7
2006-05-01,76.05,77.171,3.4,3.2,60.9,4,1,4.36,4.78,945.7,334355.4667,84.32,72,67.6,111.946,67.5,71.6,110.6,111.1,87.35,67.81,62.21,-5.6,59.31,70.41,71.29,649,"1,317.70",201.3,4.94,4.6
2006-06-01,75.902,77.094,3.5,3.4,60.9,4.25,1.2,4.47,4.89,948.75,336093.1333,84.17,70.5,62.9,110.501,67.5,71,105.2,110.5,88.15,67.02,62.88,-4.14,59.38,73.51,73.93,616,"1,295.15",201.8,4.99,4.6
2006-07-01,76.199,77.246,3.5,3.4,60.7,4.25,1.1,4.63,4.89,955.15,337830.8,84.43,69.2,63.9,102.053,64.7,70.5,103.9,109.9,89.38,65.68,59.1,-6.58,59.41,75.15,74.4,646.8,"1,297.82",202.9,5.24,4.7
2006-08-01,76.645,77.246,3.5,3.4,60,4.5,0.7,4.68,4.77,961.3,338766.0333,84.98,72.7,69.1,110.594,66.6,72.3,106.1,109.4,91.01,69.08,63.09,-5.99,59.54,70.25,70.26,634.2,"1,352.74",203.8,5.25,4.7
2006-09-01,76.868,77.398,3.5,3.2,60.4,4.5,1.2,4.64,4.69,946.25,339701.2667,85.26,73,69.2,114.968,66.9,72.3,107.8,109.2,87.85,70.96,70.13,-0.83,60.06,62.48,62.91,604.2,"1,371.41",202.8,5.25,4.5
2006-10-01,76.496,77.398,3.6,3.3,60.7,4.5,1.1,4.57,4.62,942.25,340636.5,84.47,74.9,69.1,116.36,68.2,73.3,110.1,109.1,86.76,66.04,63.52,-2.52,60.71,59.03,58.73,606.8,"1,364.55",201.9,5.25,4.4
2006-11-01,76.125,77.549,3.5,3.2,60.6,4.5,1.1,4.6,4.72,929.35,342649.3333,84.06,74.6,70.2,116.041,68.1,73.8,110.4,109.2,85.39,68.64,69.63,0.99,61.37,64.26,63.13,652.9,"1,432.21",202,5.25,4.5
2006-12-01,76.348,77.625,3.4,3.3,59.4,4.5,0.9,4.76,4.82,930,344662.1667,83.99,73.2,69.3,111.45,71.1,74,108.2,109.5,85.45,70.56,65.45,-5.11,61.72,60.86,61.05,638,"1,434.46",203.1,5.24,4.4
2007-01-01,76.496,77.851,3.3,3.6,58.7,4.5,0.8,4.92,4.97,941.5,346675,83.99,73.6,72.8,113.313,68.9,74.2,107.2,110,83.96,71.25,63.31,-7.94,62.07,57.4,58.14,657.9,"1,360.23",203.437,5.25,4.6
2007-02-01,77.017,78.229,3.1,3.7,58.5,4.5,0.8,4.95,4.91,941.7,348631.2,84.04,75.6,74.9,112.724,71.2,75.4,113.7,110.9,85.51,65.82,60.14,-5.68,62.35,61.89,61.79,672.5,"1,417.34",204.226,5.26,4.5
2007-03-01,77.464,78.834,3.2,3.5,59.6,4.5,0.5,4.94,4.79,940.85,350587.4,84.4,74.2,71.2,112.239,70.9,74.9,114.2,112.1,88.29,75.71,69.16,-6.55,62.67,68.1,65.87,669,"1,452.55",205.288,5.26,4.4
2007-04-01,77.761,78.985,3.3,3.4,60.5,4.5,0.7,4.95,4.94,930.85,352543.6,84.99,75,74.9,113.032,70,75.4,115.6,113.4,89.33,75.9,67.9,-8,62.98,67.65,65.71,683.5,"1,542.24",205.904,5.25,4.5
2007-05-01,77.836,79.06,3.3,3.2,61,4.5,0.4,5.05,5.1,927.75,353935.1333,85.47,75.5,70.7,112.892,71.2,76,114.8,114.7,89.78,76.34,68.61,-7.73,63.07,68.04,64.01,666.7,"1,700.91",206.755,5.25,4.4
2007-06-01,77.836,79.06,3.3,3.2,61.1,4.5,1.1,5.03,5.24,923.9,355326.6667,85.64,75.4,70,111.253,70.1,76.7,113.7,115.9,89.52,72.65,69.61,-3.04,63.12,71.41,70.68,650.9,"1,743.60",207.234,5.25,4.6
2007-07-01,78.134,79.212,3.3,3.3,60.9,4.75,1.1,5.05,5.35,919.35,356718.2,85.75,76.5,68,109.387,69.6,77.3,115.3,116.7,89.5,75.05,71.22,-3.83,63.23,77.05,78.21,679.3,"1,933.27",207.603,5.26,4.7
2007-08-01,78.208,79.287,3.3,3.1,60.1,5,1.1,5.21,5.28,938.35,359059.5667,85.7,78.1,71.2,112.161,70.4,78.3,117.8,117.1,90.35,75.6,71.9,-3.7,63.35,72.69,74.04,681.9,"1,873.24",207.667,5.02,4.6
2007-09-01,78.655,79.287,3.3,3,60.5,5,0.8,5.34,5.39,915.15,361400.9333,86.11,76.6,65.8,110.508,71.8,77.2,117.2,116.9,92.44,69.78,68.14,-1.64,63.63,79.17,81.66,750,"1,946.48",208.547,4.94,4.7
2007-10-01,78.803,79.439,3.3,3,60.7,5,1,5.34,5.42,900.8,363742.3,86.29,79,70,116.815,71.6,78.4,115.7,116.3,93.3,83.99,80.06,-3.93,63.85,90.63,94.53,795.3,"2,064.85",209.19,4.76,4.7
2007-11-01,78.803,79.513,3.3,3,60.7,5,1.4,5.43,5.54,921.15,364656.4667,86.64,78.9,74.2,116.287,71.7,78.6,114.8,115.2,97.08,86.78,80.9,-5.88,64.02,88.26,88.71,789.1,"1,906.00",210.834,4.49,4.7
2007-12-01,79.101,79.664,3.2,3.1,59.4,5,1.2,5.73,5.89,936,365570.6333,86.99,79,75.8,114.297,72.4,78.6,112.2,113.9,98.73,86.56,73.92,-12.64,64.1,93.85,95.98,838,"1,897.13",211.445,4.24,5
2008-01-01,79.472,80.043,3,3.3,58.6,5,1.6,5.81,5.44,943.85,366484.8,87.48,79.8,73,117.294,72.9,80.1,112.3,112.2,101.74,93.24,73.86,-19.38,64.25,92.21,91.75,928,"1,624.68",212.174,3.94,5
2008-02-01,79.771,80.345,2.9,3.5,58.3,5,2,5.28,5.06,939.05,366929.4667,88.29,79.7,72.2,114.228,72,79.9,114.7,110.3,104.5,84.45,69.26,-15.19,64.46,100.1,101.84,975,"1,711.62",212.687,2.98,4.9
2008-03-01,80.515,81.252,3,3.4,59.3,5,1.3,5.25,5.15,990.35,367374.1333,89.44,79.3,71.6,115.823,72.9,79.9,107.3,108.1,113.03,95.78,82.18,-13.6,64.98,100.3,101.58,921.5,"1,703.99",213.448,2.61,5.1
2008-04-01,80.962,81.403,3.1,3.2,60.3,5,1.2,5.38,4.98,1003,367818.8,91.34,79.9,74.2,116.596,73.2,80,109,105.6,117.32,98.08,84.54,-13.54,65.51,111.36,113.46,865.1,"1,825.47",213.942,2.28,5
2008-05-01,81.63,81.705,3.1,3.1,60.8,5,1.1,5.36,5.28,1028.25,368632.5667,93.18,79.7,71.5,112.242,72.3,79.9,104.1,102.9,129.85,98.94,85.03,-13.91,65.81,127.78,127.35,891.5,"1,852.02",215.208,1.98,5.4
2008-06-01,82.151,81.856,3.2,3.1,60.8,5,0.7,5.36,5.7,1051,369446.3333,94.67,78,71.2,111.704,69.6,79.2,99.3,99.7,133.35,97.68,84.2,-13.48,66.23,139.83,140,928.3,"1,674.92",217.463,2,5.6
2008-07-01,82.747,82.235,3.2,3.1,60.6,5,0.5,5.52,5.96,1012.25,370260.1,96.52,79.2,72.8,109.452,71.3,80.2,93.8,96.1,134.79,110.4,91.76,-18.64,66.49,123.98,124.08,922.7,"1,594.67",219.016,2.01,5.8
2008-08-01,82.598,82.235,3.3,3.1,59.8,5.25,0.6,5.77,5.77,1089.25,366096.1333,96.24,79.4,72.8,108.971,71.7,80.3,102.4,92.1,128.86,104.31,80.78,-23.53,66.7,114.05,115.46,835.2,"1,474.24",218.69,2,6.1
