date,cpi_kr,core_cpi_kr,unemployment_seasonal_kr,unemployment_raw_kr,employment_rate_kr,base_rate_kr,m2_money_supply_kr,cd_rate_kr,gov_bond_3y_kr,usd_krw_exchange_rate_kr,gdp_kr,ppi_kr,industrial_production_index_kr,facility_investment_index_kr,manufacturing_utilization_rate_kr,retail_sales_index_kr,services_output_index_kr,economic_sentiment_raw_kr,economic_sentiment_seasonal_kr,import_price_index_kr,import_value_index_kr,export_value_index_kr,trade_balance_kr,jeonse_index_kr,brent_oil,wti_oil_price,gold_price,kospi_index_kr,cpi_us,base_rate_us,unemployment_us
2015-09-01,94.97,94.75,3.5,3.2,61.1,1.5,2228.68 ,1.6,1.65,1184.44,465411.17,96.47,95,93.4,107.35,89.3,94.9,97,96.9,100.75,87.2,99.41,12.21,92.66,49.05,45.09,1115.2,1962.81,237.5,0.14,5
2015-10-01,94.97,94.85,3.5,3.1,61.2,1.5,2234.12 ,1.58,1.63,1140.16,466604,95.81,94.3,93.9,105.64,91.6,95.3,97.5,96.5,97.63,92.97,101.64,8.67,93.05,50.31,46.59,1141.4,2029.47,237.73,0.12,5
2015-11-01,94.79,94.9,3.6,3,61,1.5,2240.34 ,1.59,1.75,1159.61,467199.27,95.43,93.9,85.6,105.22,90.2,94.9,97.1,96,95.95,86.81,93.83,7.02,93.43,45.24,41.65,1065.3,1991.97,238.02,0.12,5.1
2015-12-01,95.07,95.11,3.5,3.2,60.1,1.5,2245.10 ,1.67,1.72,1174.95,467794.53,95.21,94.6,89.3,104.11,91.6,96,94,95.4,94.92,90.21,96.93,6.72,93.67,37.67,37.04,1060.2,1961.31,237.76,0.24,5
2016-01-01,95.23,95.56,3.4,3.7,59,1.5,2265.23 ,1.67,1.63,1207.11,468389.8,94.69,93.5,85.4,103.72,91.6,94.5,93.9,94.9,93.46,79.66,81.45,1.79,93.8,35.99,33.62,1116.4,1912.06,237.65,0.34,4.8
2016-02-01,95.64,95.78,4,4.9,58.9,1.5,2286.22 ,1.64,1.47,1237.24,470347.5,94.69,94.6,85.8,105.02,90,95.6,92.8,94.6,94.93,74.6,80.77,6.17,93.91,36.57,33.75,1234.4,1916.66,237.34,0.38,4.9
2016-03-01,95.39,95.91,3.8,4.2,59.7,1.5,2294.35 ,1.63,1.5,1143.97,472305.2,94.63,95.2,86.6,104.76,91.9,95.9,94.4,94.5,95.02,85.17,96.71,11.54,94,40.33,38.34,1235.6,1995.85,238.08,0.36,5
2016-04-01,95.57,96.08,3.6,3.9,60.5,1.5,2302.12 ,1.61,1.47,1143.83,474262.9,94.87,94.8,86.2,103.24,91.5,96.3,97.1,94.7,93.28,82.98,91.21,8.23,94.13,47.37,45.92,1290.5,1994.15,238.99,0.37,5.1
2016-05-01,95.63,96.3,3.6,3.6,61.1,1.5,2319.12 ,1.58,1.46,1188.39,474878.6,94.98,96,87.3,105.84,92.7,96.4,95.4,95,96.51,83.02,92.34,9.32,94.23,49.89,49.1,1217.5,1983.4,239.56,0.37,4.8
2016-06-01,95.61,96.32,3.5,3.6,61.3,1.25,2334.29 ,1.43,1.33,1150.99,475494.3,95.21,96.4,93.2,104.84,93.4,96.9,95.1,95.5,97.25,84.97,95.91,10.94,94.33,49.71,48.33,1320.6,1970.35,240.22,0.38,4.9
2016-07-01,95.43,96.53,3.6,3.5,61.3,1.25,2350.60 ,1.36,1.22,1110.89,476110,95.1,95.9,86.9,103.94,91,96.8,96.2,96,94.55,84.62,94.62,10,94.4,43.53,41.6,1357.5,2016.19,240.1,0.39,4.8
2016-08-01,95.68,96.71,4,3.6,61.2,1.25,2378.16 ,1.35,1.24,1115.29,477336.13,95.19,96.3,94.3,101.2,92.4,97.6,98.1,96.5,92.87,89.36,89.97,0.61,94.48,46.89,44.7,1311.4,2034.65,240.55,0.4,4.9
2016-09-01,96.25,96.64,4,3.5,61.1,1.25,2381.60 ,1.34,1.31,1100.91,478562.27,95.41,96.4,92.1,101.97,90,97.3,98.1,96.9,93.03,86.84,94.3,7.46,94.55,50.19,48.24,1317.1,2043.63,241.18,0.4,5
2016-10-01,96.38,96.6,3.8,3.3,61.2,1.25,2391.86 ,1.35,1.36,1141.73,479788.4,95.69,95.8,92.6,100.43,92.9,96.7,96.6,97.1,97.07,89.16,96.5,7.34,94.69,48.61,46.86,1273.1,2008.19,241.74,0.4,4.9
2016-11-01,96.24,96.51,3.6,3.1,61.2,1.25,2400.35 ,1.42,1.61,1176.39,481578.47,96.12,97.4,96.2,105.44,92.6,96.6,96.3,97.3,99.43,94.66,101.58,6.92,94.83,51.84,49.44,1173.9,1983.48,242.03,0.41,4.7
2016-12-01,96.34,96.63,3.4,3.2,60.2,1.25,2407.56 ,1.54,1.69,1206.25,483368.53,96.96,97.3,98.8,102.74,93.7,97.2,94.1,97.5,103.61,96.78,104.74,7.96,94.91,57.49,53.72,1151.7,2026.46,242.64,0.54,4.7
2017-01-01,97.37,97.23,3.4,3.7,59.1,1.25,2417.76 ,1.5,1.64,1150.65,485158.6,98.37,97.7,95,107.1,92.5,97.1,96.4,97.8,105.91,96.35,93.07,-3.28,94.94,55.58,52.81,1211.4,2067.57,243.62,0.65,4.7
2017-02-01,97.63,97.48,4,4.9,59.3,1.25,2427.68 ,1.49,1.67,1136.39,486351.77,98.75,97.9,100.4,104.45,94,97.1,98.2,98.2,103.66,92.9,98.64,5.74,94.97,56.51,54.01,1253.9,2091.64,244.01,0.66,4.6
2017-03-01,97.57,97.5,3.7,4.1,60.3,1.25,2433.90 ,1.48,1.71,1116.65,487544.93,98.71,99,104.4,105.86,92.6,97.8,100.7,98.7,101.44,109.29,111.45,2.16,95.04,53.53,50.6,1251.2,2160.23,243.89,0.79,4.4
2017-04-01,97.44,97.6,3.9,4.2,61,1.25,2451.12 ,1.43,1.68,1136.87,488738.1,98.5,98.1,102.1,103.58,93.2,97.9,100.3,99.2,101.87,96.85,105.41,8.56,95.1,52.05,49.33,1268.3,2205.44,244.19,0.9,4.4
2017-05-01,97.55,97.79,3.4,3.6,61.5,1.25,2459.31 ,1.39,1.69,1118.65,490985.87,98.23,98.4,105.5,103.63,93.2,98.1,101.3,99.7,100.43,100.71,102.57,1.86,95.17,50.76,48.32,1275.4,2347.38,244,0.91,4.4
2017-06-01,97.34,97.73,3.7,3.8,61.5,1.25,2469.57 ,1.38,1.67,1144.43,493233.63,97.85,98.1,109.1,102.02,94,98.4,100.7,100.3,99.22,103.45,106.43,2.98,95.25,48.77,46.04,1242.3,2391.79,244.16,1.04,4.3
2017-07-01,97.5,97.98,3.5,3.4,61.6,1.25,2470.44 ,1.39,1.74,1118.4,495481.4,97.92,98.4,105.8,103.3,93.2,98.1,99.9,100.8,99.72,98.92,103.24,4.32,95.3,52.72,50.17,1273.4,2402.71,244.24,1.15,4.3
2017-08-01,98.06,98.13,4,3.6,61.2,1.25,2486.13 ,1.39,1.78,1123.85,495105.57,98.37,98.7,105.7,102.8,92.9,99.2,101.1,101.3,101.28,103.91,106.1,2.19,95.37,52.86,47.23,1322.2,2363.19,245.18,1.16,4.4
2017-09-01,98.17,97.97,3.7,3.3,61.4,1.25,2493.77 ,1.38,1.79,1144.29,494729.73,99.03,100.4,113.3,103.11,95.3,100.1,99.7,101.6,103.07,107.59,122.38,14.79,95.43,56.79,51.67,1284.8,2394.47,246.44,1.15,4.3
2017-10-01,98.08,98.15,3.7,3.2,61.4,1.25,2501.86 ,1.38,2.03,1117.42,494353.9,99.14,98.5,93.5,104.22,94.1,98.6,102.8,101.8,103.65,98.01,101.51,3.5,95.49,60.94,54.38,1270.5,2523.43,246.63,1.15,4.2
2017-11-01,97.35,97.81,3.7,3.1,61.4,1.5,2517.95 ,1.45,2.15,1087.13,496748.27,99.04,99.3,103.8,103.24,97.7,99.4,102.8,101.9,103.4,108.33,119.11,10.78,95.53,62.63,57.4,1276.7,2476.37,247.28,1.16,4.2
2017-12-01,97.7,97.97,3.5,3.3,60.4,1.5,2525.21 ,1.66,2.1,1066.37,499142.63,99.09,98.7,106.3,99.44,95.6,99.2,102.7,101.7,102.68,112.36,113.47,1.11,95.5,66.44,60.42,1309.3,2467.49,247.81,1.3,4.1
2018-01-01,98.11,98.19,3.3,3.7,59.5,1.5,2559.76 ,1.66,2.19,1069.08,501537,99.5,99.6,114.4,103.62,97,99.4,100.1,101.3,103.52,118.18,114.23,-3.95,95.46,68.89,64.73,1343.1,2566.46,248.86,1.41,4
2018-02-01,98.86,98.61,3.8,4.6,59.2,1.5,2571.19 ,1.65,2.28,1084.21,502848.97,99.92,100.2,113.5,103.87,98.1,100.6,101.6,100.8,103.99,106.99,102.48,-4.51,95.37,64.73,61.64,1317.9,2427.36,249.53,1.42,4.1
2018-03-01,98.75,98.81,4,4.5,60.2,1.5,2577.39 ,1.65,2.27,1060.25,504160.93,99.88,99,107.5,102.42,99.2,100.2,98.4,100.2,104.54,114.89,120.21,5.32,95.25,69.34,64.94,1327.3,2445.85,249.58,1.51,4
2018-04-01,98.93,99,3.8,4.1,60.9,1.5,2591.01 ,1.65,2.19,1069.33,505472.9,100.01,100.6,103.3,105.13,98.4,100.7,100.5,99.7,105.69,112.88,116.91,4.03,95.06,74.69,68.57,1319.2,2515.38,250.23,1.69,4
2018-05-01,98.98,99.14,3.8,4,61.3,1.5,2603.78 ,1.65,2.25,1079.59,506349.27,100.3,100.6,101,106.13,97.5,100.5,102.5,99.2,108.8,114.8,121.64,6.84,94.8,77.56,67.04,1304.7,2423.01,250.79,1.7,3.8
2018-06-01,98.78,98.96,3.6,3.7,61.4,1.5,2619.50 ,1.65,2.18,1113.91,507225.63,100.33,100.3,96.2,104.58,98,100.8,100.5,98.8,110.17,115.7,121.05,5.35,94.56,79.23,74.15,1254.5,2326.13,251.02,1.82,4
2018-07-01,98.59,98.97,3.8,3.7,61.3,1.5,2633.55 ,1.65,2.1,1112.25,508102,100.8,101.1,96.2,104.6,98.4,100.8,96.2,98.3,111.66,114.84,120.82,5.98,94.36,74.21,68.76,1233.6,2295.26,251.21,1.91,3.8
2018-08-01,99.46,99.14,4.6,4,60.9,1.5,2646.78 ,1.65,2.02,1115.46,509064.8,101.25,101.1,96,105.01,98.1,100.9,97.3,97.8,111.34,113.73,122.18,8.45,94.18,77.64,69.8,1206.7,2322.88,251.66,1.91,3.8
2018-09-01,100.22,99.06,4.1,3.6,61.2,1.5,2650.06 ,1.65,1.95,1109.98,510027.6,101.54,100.3,93.1,102.75,96.5,101,99.8,97.4,113.2,105.71,119.68,13.97,94.1,82.73,73.25,1196.2,2343.07,252.18,1.95,3.7
2018-10-01,100.04,99.14,4,3.5,61.2,1.5,2675.75 ,1.68,2.01,1141.02,510990.4,101.19,101.1,97.8,105.37,97.8,101.4,95.5,96.9,115.19,125.16,129.67,4.51,94.05,75.04,65.31,1215,2029.69,252.77,2.19,3.8
2018-11-01,99.33,99.02,3.8,3.2,61.4,1.75,2688.88 ,1.71,1.94,1119.44,511089.13,100.49,99.8,92.8,103.09,98.8,100.6,94.4,96.5,109.52,120.35,120.19,-0.16,93.96,59.46,50.93,1226,2096.86,252.59,2.2,3.8
2018-12-01,98.99,99,3.6,3.4,60.1,1.75,2705.18 ,1.91,1.83,1113.3,511187.87,100,99.2,90.1,101.19,99,100.7,95,96.1,105.46,112.81,109.28,-3.53,93.79,54.02,45.41,1281.3,2041.04,252.77,2.27,3.9
2019-01-01,98.88,99.22,3.9,4.5,59.2,1.75,2726.10 ,1.87,1.81,1111.4,511286.6,99.89,100.7,96.9,102.98,101.7,101.9,92.2,95.8,105.29,116.44,108.17,-8.27,93.58,60.84,53.79,1325.2,2204.85,252.56,2.4,4
2019-02-01,99.31,99.7,3.9,4.7,59.4,1.75,2731.26 ,1.87,1.8,1124.6,513552.17,99.99,98,85.9,98.48,96.4,100.1,97.7,95.6,107.63,94.85,93.06,-1.79,93.38,66.31,57.22,1316.1,2195.44,253.32,2.4,3.8
2019-03-01,99.12,99.54,3.8,4.3,60.4,1.75,2751.54 ,1.9,1.79,1136.1,515817.73,100.34,99.2,91.1,100.89,101.4,101.1,96.8,95.4,109.44,107.1,109.55,2.45,93.15,67.58,60.14,1298.5,2140.67,254.28,2.41,3.8
2019-04-01,99.48,99.7,4.1,4.4,60.8,1.75,2762.90 ,1.86,1.74,1163.25,518083.3,100.63,101,98.6,103.48,99.6,101.9,98.1,95.3,111.37,115.32,111.99,-3.33,92.88,72.06,63.91,1285.7,2203.59,255.23,2.42,3.7
2019-05-01,99.65,99.71,3.8,4,61.5,1.75,2775.05 ,1.84,1.68,1187.8,518454.47,100.74,101,94.2,102.54,100.3,102.1,94.5,95.2,113.74,111.48,108.19,-3.29,92.67,61.99,53.5,1311.1,2041.74,255.3,2.39,3.6
2019-06-01,99.49,99.64,3.9,4,61.6,1.75,2795.99 ,1.8,1.5,1155.38,518825.63,100.46,99.8,90.1,102.29,98.9,100.7,95.1,95,109.52,103.26,102.12,-1.14,92.48,64.74,58.47,1413.7,2130.62,255.21,2.38,3.6
2019-07-01,99.19,99.84,4,3.9,61.5,1.5,2807.90 ,1.68,1.38,1187.32,519196.8,100.46,101.8,94.7,106.36,98.4,101.8,92.3,94.8,110.39,111.8,108.6,-3.2,92.31,65.05,58.58,1437.8,2024.55,255.8,2.4,3.7
2019-08-01,99.43,99.97,3.6,3,61.4,1.5,2831.20 ,1.49,1.16,1209.5,520936.43,100.69,101.8,95.3,103.14,102.1,103.2,91.5,94.5,111.17,108.39,102.84,-5.55,92.21,59.25,55.1,1529.4,1967.79,256.04,2.13,3.6
2019-09-01,99.79,99.53,3.6,3.1,61.5,1.5,2850.22 ,1.54,1.29,1198.09,522676.07,100.75,101.7,93,105.76,99.5,102,94.5,94,110.89,99.69,104.26,4.57,92.19,59.25,54.07,1472.9,2063.05,256.43,2.04,3.5
2019-10-01,100.04,99.76,3.5,3,61.7,1.25,2875.93 ,1.46,1.36,1169.24,524415.7,100.51,102,96.6,104.32,99.8,102.3,93.4,93,108.3,107.22,109.34,2.12,92.27,59.62,54.18,1514.8,2083.48,257.16,1.83,3.6
2019-11-01,99.48,99.53,3.6,3.1,61.7,1.25,2897.35 ,1.52,1.49,1180.7,522167,100.37,101.9,95,102.19,102.9,103,94.8,91.4,107.27,103.93,105.2,1.27,92.4,60.49,55.17,1472.7,2087.96,257.88,1.55,3.6
2019-12-01,99.72,99.62,3.5,3.4,60.8,1.25,2913.88 ,1.53,1.39,1154.07,519918.3,100.65,103.1,99.4,104.63,103.9,103.1,95.3,88.9,108.99,111.7,108.23,-3.47,92.6,65.29,61.06,1523.1,2197.67,258.63,1.55,3.6
2020-01-01,100.09,99.84,3.5,4.1,60,1.25,2931.49 ,1.47,1.37,1194.97,517669.6,101.02,103.4,90.7,103.3,100,105.6,98,85.7,108.1,109.72,97.78,-11.94,92.86,56.62,51.56,1587.9,2119.01,259.13,1.55,3.6
2020-02-01,100.16,100.07,3.4,4.1,60,1.25,2950.10 ,1.42,1.25,1200.2,512941.27,100.69,100.4,99.9,97.9,95,102,90,81.8,106.55,94.8,96.15,1.35,93.05,49.67,44.76,1566.7,1987.01,259.25,1.58,3.5
2020-03-01,99.94,99.75,3.8,4.2,59.5,0.75,2979.71 ,1.23,1.09,1218.3,508212.93,99.8,98.6,100,103,93.9,96.5,68.6,78,100.85,107.93,108.98,1.05,93.23,26.35,20.48,1596.6,1754.64,258.08,0.65,4.4
2020-04-01,99.5,99.79,3.9,4.2,59.4,0.75,3014.76 ,1.1,1.02,1212.94,503484.6,98.93,97.2,100.2,98.3,97.1,96.3,61.3,75.1,95.15,97.43,85.86,-11.57,93.33,26.48,18.84,1694.2,1947.56,256.03,0.05,14.8
2020-05-01,99.44,99.93,4.3,4.5,60.2,0.5,3050.39 ,1.02,0.88,1231.49,507191.67,98.96,95.9,96.4,89.4,101.3,97.9,63.5,73.7,98.97,88.84,81.1,-7.74,93.42,37.84,35.49,1751.7,2029.6,255.8,0.05,13.2
2020-06-01,99.71,100.02,4.2,4.3,60.4,0.5,3073.70 ,0.79,0.85,1199.28,510898.73,99.47,98.6,100.8,96,103.5,99.1,68.2,73.9,101.41,91.86,91.64,-0.22,93.66,41.27,39.27,1800.5,2108.33,257.04,0.08,11
2020-07-01,99.63,100.17,4.2,4,60.5,0.5,3090.97 ,0.79,0.83,1193.59,514605.8,99.69,99.8,103,98.6,98.9,100.2,76.8,75.5,100.57,99.82,99.41,-0.41,93.96,43.52,40.27,1985.9,2249.37,258.35,0.09,10.2
2020-08-01,100.19,100.36,3.7,3.1,60.4,0.5,3100.11 ,0.68,0.83,1187.94,517306.07,100.18,99.6,96.4,98.8,101.5,99.7,83.1,77.9,99.49,91.39,93.29,1.9,94.37,45.66,42.61,1978.6,2326.17,259.32,0.1,8.4
2020-09-01,100.74,100.16,4.1,3.6,60.3,0.5,3117.08 ,0.63,0.91,1164.65,520006.33,100.38,101.4,113.9,103.6,103.1,99.7,77.4,80.9,98.37,99.8,112.33,12.53,94.87,42.3,40.22,1895.5,2327.89,260,0.09,7.8
2020-10-01,100.18,99.5,4.2,3.7,60.4,0.5,3155.03 ,0.63,0.91,1136.49,522706.6,99.98,101.3,94.9,103.5,102.1,101,88.8,84.2,96.2,100.16,105.56,5.4,95.31,37.94,35.79,1879.9,2267.15,260.32,0.09,6.9
2020-11-01,100.09,100.16,4.1,3.4,60.7,0.5,3185.88 ,0.66,0.97,1109.32,525394.77,100.06,102.2,98.5,103.6,101.6,101.7,91.9,87.6,96.19,103.35,109.25,5.9,95.94,47.88,45.34,1780.9,2591.34,260.91,0.09,6.7
2020-12-01,100.33,100.26,4.2,4.1,59.1,0.5,3200.76 ,0.66,0.97,1084.47,528082.93,100.84,101.5,105.4,104,102,100.2,85.7,90.8,98.16,114.91,118.65,3.74,96.87,51.82,48.52,1895.1,2873.47,262.05,0.09,6.7
2021-01-01,101.04,100.56,4.7,5.7,57.4,0.5,3233.64 ,0.68,0.98,1117.64,530771.1,101.96,101.6,111.7,103.5,104.1,100.1,92.9,94,101.79,114.99,108.86,-6.13,97.55,55.04,52.2,1850.3,2976.21,262.64,0.09,6.4
2021-02-01,101.58,100.7,4.1,4.9,58.6,0.5,3269.94 ,0.73,1,1123.89,533148.67,102.8,103.7,106.8,106.5,101.7,102.2,96.8,96.9,106.28,109.67,105.87,-3.8,98.18,64.42,61.5,1728.8,3012.95,263.57,0.08,6.2
2021-03-01,101.84,100.82,3.9,4.3,59.8,0.5,3303.74 ,0.75,1.13,1127.17,535526.23,103.89,104.5,109.1,105,103.9,103.8,101.7,99.6,109.97,128.65,125.1,-3.55,98.64,62.74,59.16,1715.6,3061.42,264.85,0.07,6.1
2021-04-01,101.98,101.01,3.8,4,60.4,0.5,3355.37 ,0.74,1.14,1117.16,537903.8,104.88,104.1,118.2,103.5,105.5,104.4,106,101.9,109.72,130.93,121.87,-9.06,98.99,66.76,63.58,1767.7,3147.86,266.63,0.07,6.1
2021-05-01,102.05,101.12,3.8,4,61.2,0.5,3382.85 ,0.68,1.13,1106.58,537964.43,105.45,104.2,107.4,102.6,104.8,104.7,105.9,103.8,112.98,123.88,120.86,-3.02,99.35,68.95,66.32,1905.3,3203.92,268.4,0.06,5.8
2021-06-01,102.05,101.14,3.7,3.8,61.3,0.5,3408.60 ,0.66,1.3,1130.48,538025.07,106.01,105,114.8,103.5,106,105.3,110.1,105.2,116.05,128.88,128.8,-0.08,100,74.62,73.47,1771.6,3296.68,270.71,0.08,5.9
2021-07-01,102.26,101.45,3.3,3.2,61.3,0.5,3440.00 ,0.69,1.42,1151.41,538085.7,107.04,105.2,118.6,106,107,104.9,104.6,106.3,120.23,137.89,130.69,-7.2,100.59,75.41,73.95,1817.2,3202.32,271.97,0.1,5.4
2021-08-01,102.75,101.7,3.2,2.6,61.2,0.75,3486.91 ,0.77,1.41,1158.73,540944.53,107.6,105.1,109.8,105.6,106.5,104.3,105.8,107,121.79,132.72,126.02,-6.7,101.23,71.63,68.5,1818.1,3199.27,272.75,0.09,5.1
2021-09-01,103.17,101.58,3.1,2.7,61.3,0.75,3512.35 ,0.98,1.52,1184.23,543803.37,108,106.3,104.3,105.2,109.1,105.9,105.3,107.4,124.58,133.6,133.18,-0.42,101.82,78.31,75.03,1757,3068.82,273.94,0.08,4.7
2021-10-01,103.35,101.83,3.2,2.8,61.4,0.75,3550.23 ,1.08,1.84,1174.47,546662.2,109.12,106.7,98.9,105.7,108.7,106.8,106.6,107.6,131.11,139.29,132.29,-7,102.45,83.72,83.57,1783.9,2970.68,276.53,0.08,4.5
2021-11-01,103.87,102.06,3.1,2.6,61.5,1,3597.81 ,1.17,1.95,1182.71,547542.7,109.9,108,109.5,107.2,106.3,108.3,107.4,107.7,129.82,147.64,138.64,-9,102.92,69.23,66.18,1776.5,2839.01,278.82,0.08,4.2
2021-12-01,104.04,102.51,3.5,3.5,60.4,1,3623.85 ,1.27,1.8,1187.96,548423.2,109.88,109.6,111.1,111.7,108.1,108,105.3,107.4,127.23,158.09,144.75,-13.34,103.18,77.35,75.21,1828.6,2977.65,280.81,0.08,3.9
2022-01-01,104.85,103.17,3.3,4.1,59.6,1.25,3642.65 ,1.39,2.06,1204.63,549303.7,111.04,110,116.1,112.5,106.4,108.7,106.4,106.9,132.86,155.81,133.66,-22.15,103.25,89.26,88.15,1796.4,2663.34,282.54,0.08,4
2022-02-01,105.42,103.59,2.8,3.4,60.6,1.25,3662.75 ,1.5,2.29,1200.12,550764.07,111.57,108.2,107.2,109.2,104.3,107,106.7,106.2,138.93,138.78,127.41,-11.37,103.25,97.97,95.72,1900.7,2699.18,284.53,0.08,3.8
2022-03-01,106.1,103.68,2.8,3,61.4,1.25,3661.27 ,1.5,2.37,1214.17,552224.43,113.27,110,104.5,110.1,106.4,109.1,104.3,105.3,149.45,165.76,152.14,-13.62,103.23,104.71,100.28,1954,2757.65,287.47,0.2,3.7
2022-04-01,106.83,104.05,2.8,3,62.1,1.5,3671.90 ,1.63,2.94,1263.03,553684.8,115.1,110.7,103.8,107.4,105.9,111.3,106.6,104.3,148.6,155.99,139.04,-16.95,103.24,107.14,104.69,1911.7,2695.05,288.58,0.33,3.7
2022-05-01,107.5,104.57,2.9,3,63,1.75,3705.87 ,1.77,3.02,1242.26,554403.7,115.92,110.7,114.2,105.1,105.4,111.9,107.6,103.2,154.23,163.51,145.18,-18.33,103.23,115.6,114.67,1848.4,2685.9,291.3,0.77,3.6
2022-06-01,108.21,105.09,2.9,3,62.9,1.75,3717.55 ,1.99,3.48,1287.51,555122.6,116.57,111.2,112.7,107.1,104.6,112.7,103.4,101.8,155.09,155.23,137.94,-17.29,103.21,109.03,105.76,1807.3,2332.64,295.07,1.21,3.6
2022-07-01,108.73,105.52,3,2.9,62.9,2.25,3725.87 ,2.41,3.24,1302.97,555841.5,116.9,111.9,115.1,106.1,105,113.1,98.5,100.4,151,168.97,140.66,-28.31,103.12,103.97,98.62,1781.8,2451.5,294.94,1.68,3.5
2022-08-01,108.63,105.84,2.6,2.1,62.8,2.5,3749.14 ,2.79,3.25,1341.19,555003.97,116.45,111,122.9,102.4,108.6,114.3,99.9,99,149.68,170.77,135.14,-35.63,102.84,95.64,89.55,1726.2,2472.05,295.16,2.33,3.6
2022-09-01,108.82,105.7,2.8,2.4,62.7,2.5,3755.85 ,3.01,3.9,1439.96,554166.43,116.53,110.9,112.6,102.2,106.5,114.5,98.6,97.7,154.7,157.88,136.49,-21.39,102.33,85.14,79.49,1684.9,2155.49,296.42,2.56,3.5
2022-10-01,109.16,106.1,2.8,2.4,62.7,3,3775.42 ,3.69,4.24,1425.83,553328.9,117.13,110.1,122.1,99.6,107.1,114.2,95.7,96.3,156.5,153.04,123.64,-29.4,101.43,92.81,86.53,1654.9,2293.61,297.98,3.08,3.6
2022-11-01,109.07,106.35,2.8,2.3,62.7,3.25,3805.56 ,3.99,3.9,1301.65,554139.63,116.75,111,117.8,99.9,104.1,113.7,91.9,95.1,147.92,152.49,122.79,-29.7,99.86,86.97,80.56,1775.1,2472.53,298.71,3.78,3.6
2022-12-01,109.26,106.65,3,3,61.3,3.25,3799.62 ,4.02,3.63,1260.92,554950.37,116.27,109.5,115.8,96.4,104.5,114.4,92.1,94.2,138.28,154.27,127.09,-27.18,97.44,85.65,80.47,1842.2,2236.4,298.81,4.1,3.5
2023-01-01,110.07,107.29,2.9,3.6,60.3,3.5,3797.38 ,3.8,3.46,1233.3,555761.1,116.69,108.7,100.3,100.5,101,113.7,90.7,93.4,135.29,152.78,109.39,-43.39,95.22,85.46,80.11,1962.2,2425.08,300.46,4.33,3.5
2023-02-01,110.33,107.6,2.6,3.1,61.1,3.5,3815.45 ,3.52,3.47,1323.02,556782.7,116.91,110.6,114.6,97.2,107.2,115.7,91.8,93,137.95,142.82,118.24,-24.58,93.5,83.45,77.05,1853.2,2412.85,301.48,4.57,3.6
2023-03-01,110.52,107.81,2.6,2.9,62.2,3.5,3799.73 ,3.61,3.46,1306.11,557804.3,117.05,111.6,108.7,101.8,105.2,115.3,91.9,92.8,139,154.62,131.25,-23.37,92.44,79.89,75.67,2004.1,2476.86,301.64,4.65,3.5
2023-04-01,110.77,108.12,2.6,2.8,62.7,3.5,3791.04 ,3.5,3.26,1337.78,558825.9,116.96,110.1,108.3,100.1,104.2,114.8,94.5,92.8,139.58,134.1,116.47,-17.63,91.86,80.33,76.78,2018.3,2501.53,302.86,4.83,3.4
2023-05-01,111.13,108.51,2.5,2.7,63.5,3.5,3791.29 ,3.64,3.33,1320.56,560229.17,116.53,111.9,107.8,103.3,104.8,115.4,94.9,93,135.35,139.43,123.81,-15.62,91.57,72.6,68.09,1982.1,2577.12,303.32,5.06,3.6
2023-06-01,111.16,108.61,2.6,2.7,63.5,3.5,3802.00 ,3.75,3.55,1315.11,561632.43,116.27,111.9,112.3,101.2,105.7,116.3,96.4,93.2,130.16,136.5,125.27,-11.23,91.42,75.41,70.64,1929.4,2564.28,304.1,5.08,3.6
2023-07-01,111.29,108.91,2.8,2.7,63.2,3.5,3819.41 ,3.75,3.64,1277.86,563035.7,116.53,111.1,101.9,99.2,103,116.4,94.8,93.4,130.43,125.63,118.78,-6.85,91.39,85.43,81.8,2009.2,2632.58,304.62,5.12,3.5
2023-08-01,112.28,109.16,2.5,2,63.1,3.5,3831.88 ,3.7,3.73,1325.14,563889.67,117.5,112.6,103.4,102.7,104,116.5,94.7,93.5,135.83,130.89,122.63,-8.26,91.52,86.83,83.63,1965.9,2556.27,306.14,5.33,3.7
2023-09-01,112.85,109.02,2.7,2.3,63.2,3.5,3848.04 ,3.76,3.84,1352.31,564743.63,118.03,114,110.6,104,103.4,117.2,93.4,93.5,139.83,131.46,129.76,-1.7,91.81,92.2,90.79,1885.4,2465.07,307.37,5.33,3.8
2023-10-01,113.27,109.4,2.5,2.1,63.3,3.5,3861.69 ,3.82,4.03,1352.15,565597.6,117.86,112.8,108.1,102.9,104.4,116.6,92.4,93.5,141.07,136.93,126.28,-10.65,92.15,85.02,81.02,1994.3,2277.99,307.65,5.33,3.9
2023-11-01,112.68,109.4,2.8,2.3,63.1,3.5,3895.92 ,3.83,3.77,1299.35,568048.73,117.41,113.5,108.7,102.9,104.3,116.8,91.8,93.5,135.04,133.42,131.52,-1.9,92.39,80.86,75.96,2038.1,2535.29,308.09,5.33,3.7
2023-12-01,112.73,109.6,3.2,3.3,61.7,3.5,3913.61 ,3.83,3.35,1294.4,570499.87,117.56,113.1,110.1,100.9,104.1,117.5,91.7,93.4,132.89,136.1,131.17,-4.93,92.5,77.04,71.65,2071.8,2655.28,308.74,5.33,3.8
