날짜,TV,김치냉장고,냉장고,세탁기,소파,소형주방가전,손목시계,에어컨,영상음향기기,저장장치,전기밥솥,전자레인지,청소기,침대,컴퓨터,휴대전화기,침구,커튼,프라이팬,서적,장난감
2022-04-01,95.54,104.23,106.87,88.54,117.32,106.43,104.84,103.42,100.06,101.83,103.39,93.16,97.89,112.78,95.94,94.17,101.07,103.9,112.64,100.69,99.67
2022-05-01,95.68,104.23,105.11,89.4,98.87,105.67,104.84,104.15,100.06,96.85,96.88,92.3,95.93,112.78,95.61,94.17,101.07,103.78,116.4,100.69,99.28
2022-06-01,95.77,104.23,104.23,89.31,98.87,106.82,104.84,102.75,99.15,96.85,101.81,94.43,92.44,112.78,95.5,94.17,108.04,106.49,116.86,102.69,99.76
2022-07-01,96.27,104.23,104.95,90.07,98.87,103.73,104.84,103.63,98.98,96.83,89.48,95.33,93.69,112.78,95.0,94.17,108.04,106.12,118.79,101.85,99.65
2022-08-01,96.74,104.23,104.71,91.19,98.87,97.23,104.84,103.52,99.3,98.2,91.45,95.38,93.44,112.78,93.24,94.17,111.15,105.54,118.08,101.85,98.02
2022-09-01,96.42,103.81,102.86,90.9,117.32,101.52,109.68,103.47,99.58,98.5,91.29,95.33,93.31,112.78,90.61,95.25,111.15,106.16,104.08,101.85,98.0
2022-10-01,95.4,105.79,103.0,91.5,114.25,98.22,109.68,103.47,99.45,104.75,120.18,95.46,93.37,112.78,91.58,98.87,111.15,106.42,115.95,101.85,99.76
2022-11-01,96.08,105.83,102.44,91.07,117.32,101.44,109.68,103.47,101.22,104.76,120.65,95.34,93.41,112.78,91.19,98.87,111.15,105.97,100.77,101.85,100.3
2022-12-01,96.4,104.77,103.55,89.4,117.32,102.04,109.68,103.47,101.14,107.73,120.68,90.66,94.45,112.78,91.29,98.87,111.15,106.13,117.89,101.85,98.86
2023-01-01,95.05,108.61,103.6,91.15,117.32,110.38,109.68,103.47,101.19,103.54,120.34,96.41,100.75,120.43,91.9,98.87,111.15,107.17,98.48,101.85,100.34
2023-02-01,94.63,108.2,100.7,91.36,117.32,111.52,117.75,103.47,100.96,122.79,120.95,96.4,100.62,120.43,91.34,98.87,111.15,106.98,119.49,101.85,100.33
2023-03-01,94.71,108.2,99.44,91.43,119.1,114.04,117.75,103.47,100.71,119.93,117.69,97.37,99.16,120.43,92.14,98.87,111.15,107.16,118.5,101.85,100.72
2023-04-01,96.19,108.2,99.7,94.13,119.1,114.54,117.75,107.68,101.0,135.97,117.56,96.97,98.82,120.43,93.48,98.87,111.15,107.19,117.82,101.85,101.24
2023-05-01,95.89,108.2,99.7,94.13,119.1,114.54,117.75,107.68,100.62,135.97,113.76,96.97,98.82,120.43,93.75,98.87,111.15,107.01,120.19,101.85,101.23
2023-06-01,95.66,108.2,102.06,94.64,119.1,114.11,117.75,108.65,100.11,132.72,117.18,96.64,99.37,120.44,93.43,98.87,111.15,106.93,119.42,101.85,101.26
2023-07-01,90.59,108.2,99.56,94.57,125.92,113.91,122.94,103.34,100.19,105.06,115.98,97.18,98.83,120.44,92.97,98.87,111.15,105.19,123.38,101.85,101.21
2023-08-01,93.23,108.2,99.48,94.59,125.92,113.81,122.94,108.09,100.02,105.06,114.05,96.43,97.97,120.44,92.79,98.87,111.15,106.08,125.37,101.85,101.29
2023-09-01,92.67,105.15,99.46,90.96,125.92,113.46,122.94,108.38,100.15,105.06,115.22,97.21,97.59,120.44,94.12,99.63,111.15,105.72,113.11,101.85,101.37
2023-10-01,92.6,105.75,99.06,96.45,125.92,113.51,122.94,108.38,101.25,105.06,117.18,98.46,97.85,120.44,94.89,99.63,111.15,105.68,125.69,101.85,100.65
2023-11-01,93.07,105.75,98.16,96.21,125.92,115.4,122.94,108.38,101.09,109.94,117.99,98.44,97.55,120.44,93.59,99.63,111.15,106.29,109.29,101.85,100.14
2023-12-01,92.52,107.27,100.82,96.46,125.92,114.71,122.94,108.38,102.52,109.94,117.73,97.83,97.45,120.44,93.48,99.63,111.15,106.28,122.64,101.85,99.12
2024-01-01,93.02,106.46,101.48,96.64,125.92,115.29,122.94,108.38,102.09,109.94,100.41,98.29,96.94,120.44,93.81,99.63,111.15,106.16,113.2,101.85,100.68
2024-02-01,92.73,106.88,102.41,96.96,125.92,114.89,122.94,108.38,102.49,110.16,101.57,97.67,97.36,123.21,94.15,99.63,111.15,105.56,105.96,101.85,98.87
2024-03-01,93.07,106.88,99.66,96.98,125.92,115.38,122.94,108.38,102.51,110.09,101.83,97.98,96.38,123.21,94.0,99.63,111.15,105.83,124.3,101.85,100.63
2024-04-01,93.37,106.88,97.83,98.14,125.92,116.71,122.94,109.91,102.58,115.53,116.99,98.59,95.24,123.21,92.48,99.63,111.15,105.82,119.19,101.85,101.15
2024-05-01,92.32,106.88,97.48,98.2,125.92,107.18,122.94,108.84,102.66,115.48,109.88,97.35,97.43,123.21,92.28,99.63,111.15,106.88,122.08,101.85,100.0
2024-06-01,92.84,106.88,98.02,98.81,125.92,105.75,122.94,105.64,102.6,115.45,104.94,97.35,97.0,123.21,91.89,99.63,111.15,106.57,112.46,101.85,101.23
2024-07-01,90.94,106.88,96.33,100.57,125.92,105.83,122.94,108.76,102.54,115.14,104.21,97.89,97.38,123.21,92.87,99.63,111.15,106.65,123.04,101.85,100.73
2024-08-01,89.65,106.88,95.96,96.2,125.92,105.28,122.94,105.5,97.3,131.87,101.76,97.24,100.64,123.28,91.34,99.63,111.15,106.89,122.63,101.85,100.68
2024-09-01,89.64,107.73,96.41,95.27,127.32,106.43,122.94,106.27,97.38,131.71,104.01,96.83,100.04,125.3,90.64,99.63,111.15,107.12,106.7,101.85,98.65
2024-10-01,88.43,108.43,98.6,95.04,120.46,113.45,122.94,106.27,96.66,131.81,103.56,97.12,99.75,125.3,89.1,99.63,111.15,106.82,122.66,101.88,100.74
2024-11-01,88.43,103.86,97.61,94.98,120.46,103.47,122.94,106.27,97.5,131.64,105.04,97.13,99.05,125.3,88.47,99.63,111.15,106.98,115.7,101.88,100.48
2024-12-01,88.4,104.04,99.7,94.45,127.32,112.61,122.94,106.27,96.82,131.5,102.96,96.98,97.91,125.3,91.41,99.63,111.15,106.85,125.3,101.88,98.26
2025-01-01,88.87,103.59,99.71,93.91,127.32,112.82,122.94,106.27,97.43,131.24,104.41,97.54,95.4,125.3,90.76,99.63,116.5,106.69,120.39,101.88,100.84
2025-02-01,87.51,102.45,99.67,94.97,131.05,105.78,122.94,106.27,97.07,131.34,104.69,97.11,95.27,127.77,92.08,99.63,116.88,106.98,124.21,101.88,101.15
