Date,Total CPI,All items (non-food non-energy),Food and non-alcoholic beverages,"Housing, water, electricity, and fuel",Services less housing,Transportation,Miscellaneous goods and services,Education,Clothing and footwear,"Alcoholic beverages, tobacco and narcotics",Household goods and services,Energy,Recreation and culture,Restaurants and hotels,Health
2017-10-05,0.6820998137919476,0.7646039206076383,0.5767778992603572,0.7570596258911451,0.7092964460431661,0.3630412850181317,0.6919079369367847,0.8214469400894178,0.8445056263814568,0.9539409747077432,0.6676127052294203,0.3049026295630921,0.7509196028071159,0.6180093581980235,0.6795342933676913
2017-10-06,0.6808282339497991,0.7639519473205576,0.5743643920804709,0.7557081681879785,0.7084398117927622,0.3633481365058646,0.6913309101189036,0.8215163105633438,0.8444319871393153,0.9539094541285342,0.6670538305689857,0.30409250779634567,0.7393046594711361,0.6181288773965257,0.6786794933643847
2017-10-07,0.6795566541076488,0.7632999740334778,0.5719508849005841,0.7543567104848128,0.70758317754236,0.3636549879935975,0.6907538833010234,0.8215856810372708,0.844358347897173,0.9538779335493257,0.6664949559085502,0.3032823860295992,0.7276897161351563,0.6182483965950283,0.6778246933610799
2017-10-08,0.6782850742654993,0.7626480007463972,0.5695373777206982,0.7530052527816471,0.706726543291956,0.36396183948132954,0.6901768564831423,0.8216550515111978,0.8442847086550316,0.9538464129701172,0.6659360812481157,0.30247226426285323,0.7160747727991748,0.6183679157935309,0.6769698933577732
2017-10-09,0.6770134944233508,0.7619960274593156,0.5671238705408119,0.7516537950784814,0.705869909041553,0.36426869096906156,0.6895998296652621,0.8217244219851247,0.8442110694128901,0.9538148923909082,0.6653772065876802,0.30166214249610723,0.704459829463195,0.6184874349920331,0.6761150933544666
2017-10-10,0.6757419145812005,0.7613440541722349,0.5647103633609256,0.7503023373753148,0.70501327479115,0.36457554245679447,0.689022802847381,0.8217937924590508,0.8441374301707487,0.9537833718116997,0.6648183319272456,0.3008520207293608,0.6928448861272134,0.6186069541905357,0.6752602933511618
2017-10-11,0.674470334739051,0.7606920808851543,0.5622968561810393,0.7489508796721491,0.7041566405407469,0.3648823939445265,0.6884457760295009,0.8218631629329787,0.8440637909286073,0.9537518512324907,0.664259457266811,0.30004189896261435,0.6812299427912336,0.6187264733890387,0.6744054933478552
2017-10-12,0.6731987548969025,0.7600401075980736,0.5598833490011534,0.7475994219689834,0.7033000062903438,0.3651892454322585,0.6878687492116198,0.8219325334069056,0.843990151686465,0.9537203306532822,0.6637005826063764,0.2992317771958679,0.6696149994552538,0.6188459925875414,0.6735506933445485
2017-10-13,0.6719271750547531,0.759388134310993,0.5574698418212671,0.7462479642658169,0.7024433720399408,0.3654960969199905,0.6872917223937405,0.8220019038808326,0.8439165124443235,0.9536888100740737,0.663141707945941,0.2984216554291219,0.6580000561192723,0.618965511786044,0.6726958933412437
2017-10-14,0.6706555952126028,0.7587361610239123,0.5550563346413808,0.7448965065626512,0.7015867377895368,0.3658029484077234,0.6867146955758594,0.8220712743547596,0.8438428732021812,0.9536572894948647,0.6625828332855064,0.29761153366237547,0.6463851127832925,0.6190850309845461,0.6718410933379371
2017-10-15,0.6693840153704542,0.7580841877368316,0.5526428274614945,0.7435450488594855,0.7007301035391347,0.36610979989545545,0.6861376687579792,0.8221406448286857,0.8437692339600398,0.9536257689156562,0.6620239586250718,0.29680141189562903,0.6347701694473127,0.6192045501830488,0.6709862933346322
2017-10-16,0.6681124355283048,0.757432214449751,0.5502293202816082,0.7421935911563189,0.6998734692887307,0.36641665138318746,0.6855606419400981,0.8222100153026126,0.8436955947178983,0.9535942483364477,0.6614650839646372,0.2959912901288826,0.6231552261113311,0.6193240693815514,0.6701314933313256
2017-10-17,0.6668408556861554,0.7567802411626703,0.5478158131017219,0.7408421334531541,0.6990168350383286,0.36672350287092037,0.684983615122218,0.8222793857765405,0.843621955475756,0.9535627277572387,0.6609062093042026,0.2951811683621366,0.6115402827753496,0.6194435885800544,0.6692766933280208
2017-10-18,0.6655692758440059,0.7561282678755896,0.5454023059218356,0.7394906757499884,0.6981602007879246,0.3670303543586533,0.6844065883043378,0.8223487562504674,0.8435483162336146,0.9535312071780302,0.6603473346437672,0.29437104659539015,0.5999253394393698,0.6195631077785566,0.6684218933247141
