Date,Total CPI,Food and non-alcoholic beverages,"Alcoholic beverages, tobacco and narcotics",Clothing and footwear,"Housing, water, electricity, and fuel",Household goods and services,Health,Transportation,Communication,Recreation and culture,Education,Restaurants and hotels,Miscellaneous goods and services,All items (non-food non-energy),Energy,Services,Services less housing,Housing excluding imputed rentals for housing,Actual rentals for housing,Water supply and misc. services relating to dwelling,"Electricity, gas and other fuels",Maintenance and repair of the dwelling
2010-01-11,0.002996051134927531,0.007770270058162847,0.004783997812006335,0.002607442832169347,0.0026803807505177035,0.003849818075746355,0.0031116564064873156,0.19771976570346023,1.0000000000000004,0.003941343421483072,0.002179213877906571,0.013167015781728048,0.10383621396067802,0.0032990283458621933,0.4557384943483731,0.003064679997779381,0.0035314077282087453,0.00494345186964734,0.002538439960009099,0.019336456562171186,0.3837204700616958,0.0
2010-01-12,0.003295656248420284,0.008547297063979132,0.004783997812006335,0.0024832788877803304,0.002948418825569474,0.00423479988332099,0.003422822047136047,0.1975261675224743,1.0000000000000004,0.00433547776363138,0.002397135265697228,0.013488153480322009,0.1041063444697438,0.0036289311804484125,0.45554798268807284,0.0033711479975573194,0.0038845485010296195,0.005437797056612075,0.002792283956010009,0.020094252021813724,0.3836323290558448,0.0
2010-01-13,0.0035952613619130375,0.009324324069795418,0.004783997812006335,0.0023591149433913137,0.0032164569006212446,0.004619781690895625,0.003733987687784779,0.19733256934148835,1.0000000000000004,0.004729612105779687,0.002615056653487885,0.013809291178915972,0.10437647497880959,0.003958834015034632,0.4553574710277726,0.0036776159973352573,0.004237689273850494,0.0059321422435768085,0.003046127952010919,0.020852047481456262,0.38354418804999385,0.0
2010-01-14,0.0038948664754057906,0.010101351075611702,0.004783997812006335,0.0022349509990022974,0.003484494975673015,0.005004763498470261,0.0040451533284335105,0.1971389711605024,1.0000000000000004,0.005123746447927994,0.002832978041278542,0.014130428877509933,0.10464660548787537,0.0042887368496208516,0.4551669593674723,0.003984083997113195,0.004590830046671369,0.006426487430541542,0.003299971948011829,0.021609842941098804,0.3834560470441429,0.0
2010-01-15,0.004194471588898544,0.010878378081427987,0.004783997812006335,0.0021107870546132807,0.0037525330507247852,0.0053897453060448965,0.004356318969082242,0.19694537297951648,1.0000000000000004,0.005517880790076302,0.003050899429069199,0.014451566576103896,0.10491673599694115,0.00461863968420707,0.45497644770717205,0.004290551996891134,0.004943970819492243,0.006920832617506277,0.0035538159440127387,0.02236763840074134,0.3833679060382919,0.0
2010-01-16,0.004494076702391297,0.011655405087244271,0.004783997812006335,0.0019866231102242645,0.0040205711257765555,0.0057747271136195325,0.0046674846097309736,0.19675177479853054,1.0000000000000004,0.005912015132224609,0.003268820816859856,0.01477270427469786,0.10518686650600695,0.00494854251879329,0.4547859360468718,0.004597019996669072,0.005297111592313118,0.007415177804471011,0.0038076599400136486,0.023125433860383883,0.38327976503244093,0.0
2010-01-17,0.00479368181588405,0.012432432093060556,0.004783997812006335,0.0018624591658352478,0.004288609200828326,0.006159708921194168,0.004978650250379705,0.19655817661754463,1.0000000000000004,0.006306149474372916,0.0034867422046505133,0.01509384197329182,0.10545699701507272,0.005278445353379509,0.4545954243865715,0.00490348799644701,0.005650252365133992,0.007909522991435745,0.0040615039360145586,0.02388322932002642,0.38319162402658996,0.0
2010-01-18,0.005093286929376803,0.01320945909887684,0.004783997812006335,0.001738295221446231,0.004556647275880096,0.006544690728768803,0.005289815891028437,0.1963645784365587,1.0000000000000004,0.0067002838165212235,0.0037046635924411703,0.015414979671885782,0.10572712752413851,0.005608348187965729,0.45440491272627126,0.005209955996224948,0.006003393137954866,0.008403868178400479,0.004315347932015469,0.02464102477966896,0.383103483020739,0.0
2010-01-19,0.005392892042869556,0.013986486104693125,0.004783997812006335,0.0016141312770572148,0.0048246853509318665,0.006929672536343439,0.005600981531677168,0.19617098025557275,1.0000000000000004,0.0070944181586695305,0.003922584980231828,0.015736117370479745,0.1059972580332043,0.0059382510225519484,0.454214401065971,0.0055164239960028855,0.006356533910775741,0.008898213365365212,0.004569191928016378,0.0253988202393115,0.383015342014888,0.0
2010-01-20,0.005692497156362309,0.01476351311050941,0.004783997812006335,0.0014899673326681981,0.005092723425983637,0.007314654343918074,0.0059121471723259,0.19597738207458681,1.0000000000000004,0.0074885525008178385,0.004140506368022484,0.016057255069073708,0.10626738854227008,0.006268153857138167,0.45402388940567073,0.005822891995780824,0.006709674683596616,0.009392558552329946,0.004823035924017288,0.026156615698954038,0.38292720100903704,0.0
