구분,서울,부산,대구,인천,광주,대전,울산,경기,강원,충북,충남,전북,전남,경북,경남,제주,세종
2008년09월18일,1369.50,1384.12,1336.10,1341.45,1328.60,1332.76,1369.00,1358.61,1317.36,1330.18,1324.36,1358.52,1370.06,1357.45,1334.51,1290.86,
2008년09월19일,1365.35,1369.55,1316.64,1350.94,1384.88,1351.37,1385.47,1352.14,1311.51,1323.21,1338.08,1336.26,1350.27,1356.85,1366.48,1292.05,
2008년09월20일,1359.87,1355.12,1327.11,1303.57,1337.62,1337.66,1349.41,1346.59,1303.88,1338.65,1312.64,1353.08,1366.07,1349.19,1363.14,1287.70,
2008년09월21일,1380.73,1362.20,1336.18,1300.00,1319.60,1330.60,1373.50,1345.76,1302.26,1317.72,1297.15,1339.66,1355.00,1339.83,1363.05,1291.63,
2008년09월22일,1354.00,1352.33,1322.50,1331.33,1352.72,1330.71,1329.36,1347.84,1309.32,1316.92,1324.60,1324.15,1377.45,1338.14,1365.33,1290.47,
2008년09월23일,1372.51,1346.08,1324.64,1328.00,1305.22,1334.26,1361.58,1334.83,1306.26,1331.62,1318.45,1308.18,1334.66,1350.47,1347.82,1293.51,
2008년09월24일,1371.10,1323.70,1313.68,1313.09,1331.00,1339.41,1347.16,1332.55,1310.34,1288.10,1353.83,1311.25,1343.63,1342.02,1350.94,1294.48,
2008년09월25일,1375.76,1338.53,1313.91,1314.73,1377.12,1328.70,1363.80,1344.55,1317.45,1324.55,1344.13,1328.31,1363.54,1340.93,1339.61,1286.94,
2008년09월26일,1355.50,1324.18,1301.48,1325.11,1346.70,1347.91,1317.57,1342.09,1300.35,1293.80,1306.75,1329.62,1350.50,1332.57,1337.15,1288.28,
2008년09월27일,1355.93,1335.33,1311.11,1298.91,1334.83,1367.86,1320.30,1336.56,1612.92,1324.25,1299.33,1343.15,1339.00,1352.14,1376.20,1289.79,
2008년09월28일,1345.42,1361.36,1317.39,1326.12,1339.00,1313.50,1337.77,1339.22,1306.72,1296.63,1295.25,1358.18,1400.00,1339.63,1359.25,1291.86,
2008년09월29일,1359.38,1371.00,1306.82,1330.22,1335.75,1340.25,1333.00,1339.05,1287.78,1292.18,1326.16,1319.61,1328.85,1348.91,1345.39,1294.75,
2008년09월30일,1355.40,1381.62,1321.77,1327.06,1329.12,1348.43,1361.25,1343.12,1296.28,1312.43,1317.44,1316.70,1317.12,1334.40,1337.06,1293.56,
2008년10월01일,1367.38,1360.00,1317.59,1346.05,1393.16,1338.90,1332.72,1336.96,1296.39,1285.22,1302.60,1308.51,1330.82,1328.80,1344.29,1294.86,
2008년10월02일,1386.91,1381.50,1336.40,1360.13,1333.33,1330.66,1352.50,1345.88,1315.16,1298.40,1304.33,1339.06,1323.66,1332.92,1355.16,1292.70,
2008년10월03일,1391.10,1404.11,1328.35,1356.72,1352.27,1348.50,1343.87,1351.27,1302.63,1295.05,1318.79,1319.47,1348.25,1339.91,1331.78,1292.86,
2008년10월04일,1415.28,1370.30,1326.20,1360.93,1335.76,1322.83,1353.75,1351.66,1305.18,1311.35,1335.66,1282.33,1358.82,1329.54,1338.75,1290.62,
2008년10월05일,1402.15,1394.44,1323.05,1340.40,1368.33,1363.33,1352.63,1348.70,1299.09,1313.55,1340.00,1319.16,1361.87,1340.85,1350.66,1297.11,
2008년10월06일,1404.70,1388.76,1328.37,1358.23,1317.50,1342.85,1337.50,1348.29,1308.98,1309.92,1328.90,1314.34,1335.41,1333.05,1370.22,1292.47,
2008년10월07일,1416.17,1396.00,1325.52,1351.90,1320.62,1349.37,1357.21,1355.32,1327.00,1317.00,1307.15,1356.88,1335.71,1336.67,1338.57,1294.02,
2008년10월08일,1393.85,1349.00,1306.65,1374.87,1345.00,1343.46,1325.00,1352.76,1289.45,1322.18,1329.66,1295.85,1311.07,1327.12,1353.26,1292.90,
2008년10월09일,1342.50,1347.66,1303.66,1339.57,1271.75,1296.83,1354.09,1339.93,1293.17,1292.75,1312.68,1298.61,1325.28,1330.77,1319.66,1292.50,
2008년10월10일,1341.93,1345.40,1307.02,1308.61,1334.50,1300.40,1336.53,1338.83,1288.54,1316.29,1273.72,1316.46,1300.00,1324.11,1311.30,1291.53,
2008년10월11일,1362.65,1363.22,1312.58,1300.57,1277.50,1325.00,1335.45,1324.54,1285.57,1293.64,1296.39,1290.00,1354.70,1326.50,1329.36,1290.23,
2008년10월12일,1337.58,1358.14,1308.96,1316.10,1319.92,1288.00,1324.78,1334.55,1284.11,1327.21,1276.33,1309.19,1318.07,1333.57,1322.75,1288.69,
2008년10월13일,1349.92,1350.43,1283.38,1315.50,1316.58,1315.45,1299.21,1313.42,1289.81,1302.65,1314.96,1309.87,1325.00,1325.44,1336.09,1293.39,
2008년10월14일,1339.40,1347.88,1299.74,1303.47,1293.54,1316.00,1325.58,1307.16,1276.79,1285.31,1284.94,1289.72,1327.78,1325.93,1323.72,1272.80,
2008년10월15일,1335.62,1338.11,1307.35,1293.79,1273.72,1311.86,1329.63,1320.33,1289.06,1301.50,1287.33,1292.64,1312.05,1322.76,1324.51,1271.13,
2008년10월16일,1705.93,1363.92,1285.13,1289.35,1301.40,1334.70,1332.25,1325.93,1275.18,1300.80,1300.75,1286.39,1318.18,1315.06,1342.67,1266.65,
2008년10월17일,1324.56,1346.31,1289.85,1290.73,1267.66,1322.60,1314.60,1314.74,1284.59,1290.78,1290.33,1288.81,1309.64,1312.60,1320.70,1227.12,
2008년10월18일,1326.75,1321.33,1288.58,1310.93,1291.75,1317.90,1310.15,1307.37,1269.21,1283.22,1298.59,1290.80,1349.47,1317.91,1311.10,1216.68,
2008년10월19일,1338.83,1351.88,1304.65,1302.18,1314.25,1352.53,1300.71,1331.64,1277.44,1310.93,1288.75,1281.50,1313.83,1316.36,1312.76,1224.10,
2008년10월20일,1354.73,1300.43,1291.53,1298.90,1292.42,1313.66,1323.30,1305.81,1268.43,1269.85,1268.75,1299.18,1316.25,1310.17,1329.16,1217.32,
2008년10월21일,1339.78,1330.00,1284.36,1312.43,1273.92,1338.08,1305.54,1306.74,1260.37,1277.16,1294.73,1271.47,1334.31,1302.92,1298.33,1214.86,
2008년10월22일,1317.62,1308.37,1291.82,1332.13,1293.54,1326.88,1329.30,1303.60,1259.08,1285.80,1271.00,1265.00,1326.57,1304.92,1317.27,1209.44,
2008년10월23일,1290.57,1285.53,1262.20,1306.66,1295.00,1271.00,1334.50,1288.44,1250.63,1284.04,1256.52,1252.64,1302.94,1292.94,1297.45,1213.88,
2008년10월24일,1212.65,1229.76,1213.67,1233.00,1279.69,1252.47,1245.84,1225.29,1236.73,1236.52,1253.04,1248.50,1288.63,1254.83,1275.82,1159.48,
2008년10월25일,1193.70,1214.07,1221.89,1199.85,1272.00,1242.35,1256.21,1198.12,1206.38,1234.44,1233.87,1268.09,1297.78,1254.04,1244.77,1152.47,
2008년10월26일,1197.72,1211.66,1212.35,1209.18,1261.16,1245.93,1229.31,1210.00,1202.75,1209.37,1238.84,1210.14,1271.75,1250.13,1242.14,1152.57,
2008년10월27일,1239.93,1231.18,1204.44,1227.33,1263.93,1259.81,1219.64,1214.40,1197.28,1192.92,1190.43,1208.45,1268.47,1228.03,1243.39,1152.71,
2008년10월28일,1195.78,1218.37,1192.95,1188.61,1239.20,1211.42,1202.14,1209.03,1188.79,1194.48,1167.70,1209.70,1229.00,1239.63,1237.19,1153.08,
2008년10월29일,1239.03,1207.11,1191.93,1204.44,1217.53,1252.52,1212.58,1214.88,1172.05,1205.44,1197.89,1177.86,1242.14,1236.69,1212.92,1153.97,
2008년10월30일,1206.68,1143.37,1172.50,1174.18,1284.20,1231.91,1226.26,1193.28,1183.33,1194.95,1186.00,1170.33,1264.47,1230.05,1212.79,1152.84,
2008년10월31일,1199.03,1231.42,1189.35,1183.75,1259.75,1217.80,1193.70,1204.85,1172.32,1168.15,1182.34,1229.18,1230.04,1231.42,1205.31,1150.93,
2008년11월01일,1215.42,1247.55,1177.35,1181.62,1224.71,1164.42,1212.15,1196.25,1159.07,1170.45,1177.45,1195.54,1242.89,1207.02,1230.37,1147.83,
2008년11월02일,1245.18,1192.90,1183.64,1212.73,1306.88,1234.05,1200.50,1195.31,1166.24,1161.13,1179.84,1215.27,1222.00,1199.97,1225.43,1147.39,
2008년11월03일,1213.33,1200.94,1168.13,1163.70,1259.90,1212.62,1199.38,1197.70,1157.87,1194.86,1196.50,1203.60,1216.94,1214.82,1203.27,1150.60,
2008년11월04일,1212.17,1218.33,1173.41,1199.19,1260.54,1195.82,1205.88,1182.85,1165.81,1196.52,1143.35,1202.30,1196.17,1199.81,1198.63,1108.74,
2008년11월05일,1220.75,1204.20,1174.93,1173.72,1256.27,1196.04,1231.86,1194.14,1147.73,1168.28,1156.21,1199.78,1213.75,1179.65,1192.54,1101.23,
2008년11월06일,1223.26,1190.00,1160.59,1126.35,1206.46,1172.00,1198.14,1181.62,1140.90,1180.10,1127.09,1187.17,1234.44,1172.10,1183.93,1094.90,
2008년11월07일,1172.50,1187.31,1153.04,1130.47,1219.15,1166.75,1224.68,1160.19,1124.79,1157.51,1130.47,1155.60,1180.29,1177.01,1174.02,1102.50,
2008년11월08일,1164.22,1128.14,1146.48,1145.56,1209.80,1189.90,1188.45,1164.41,1127.86,1160.57,1145.14,1162.54,1156.30,1161.34,1173.26,1098.86,
2008년11월09일,1165.59,1121.83,1160.32,1138.64,1166.11,1166.52,1201.27,1157.04,1129.42,1150.57,1121.26,1158.12,1143.33,1159.38,1175.63,1097.08,
2008년11월10일,1194.82,1166.57,1144.36,1136.82,1197.00,1149.94,1191.40,1169.35,1110.17,1109.04,1136.17,1174.64,1171.87,1164.92,1150.95,1094.83,
2008년11월11일,1186.70,1158.25,1148.67,1170.52,1148.22,1141.37,1187.83,1168.23,1120.00,1121.09,1123.50,1138.00,1149.11,1169.32,1170.76,1070.32,
2008년11월12일,1201.03,1164.42,1130.50,1152.41,1256.50,1155.42,1133.58,1158.37,1105.83,1137.89,1100.56,1149.07,1142.75,1174.65,1136.05,1066.16,
2008년11월13일,1132.50,1174.50,1120.03,1148.54,1166.66,1148.92,1129.83,1155.82,1103.26,1139.16,1084.00,1150.71,1158.18,1144.51,1129.32,1063.03,
2008년11월14일,1151.17,1164.30,1132.79,1130.36,1125.00,1147.90,1185.00,1140.68,1097.10,1122.33,1122.65,1145.28,1156.42,1153.01,1113.23,1064.33,
2008년11월15일,1138.58,1151.83,1119.97,1106.11,1153.55,1138.28,1182.35,1140.76,1097.60,1082.11,1104.15,1149.08,1128.46,1124.23,1157.76,1063.09,
2008년11월16일,1152.89,1130.75,1119.79,1115.33,1130.00,1175.50,1159.33,1131.21,1086.22,1081.53,1113.38,1150.00,1143.27,1132.87,1157.84,1060.73,
2008년11월17일,1165.26,1142.18,1109.62,1130.72,1187.75,1136.77,1127.57,1134.15,1091.96,1079.34,1104.57,1115.66,1127.82,1145.57,1120.66,1062.22,
2008년11월18일,1163.05,1104.83,1108.44,1125.83,1143.55,1144.08,1133.94,1132.91,1082.95,1126.57,1088.50,1118.29,1129.03,1120.30,1149.87,1034.20,
2008년11월19일,1166.46,1129.58,1109.53,1098.90,1182.22,1112.08,1136.38,1131.65,1087.73,1098.12,1092.65,1101.26,1144.28,1116.18,1127.93,1029.62,
2008년11월20일,1137.03,1114.43,1102.73,1113.88,1141.84,1096.04,1142.17,1116.29,1067.83,1085.25,1091.93,1085.50,1140.78,1130.73,1117.35,1031.43,
2008년11월21일,1141.83,1120.93,1084.27,1131.77,1148.70,1127.34,1111.33,1109.46,1069.04,1079.51,1069.85,1094.94,1121.25,1118.16,1123.12,1026.13,
2008년11월22일,1159.56,1092.68,1096.85,1115.09,1145.22,1105.77,1106.13,1101.65,1068.77,1078.35,1065.76,1078.57,1091.76,1101.14,1114.02,1026.42,
2008년11월23일,1132.03,1086.63,1086.44,1073.88,1163.57,1108.69,1102.87,1095.14,1056.10,1092.00,1096.33,1055.90,1086.22,1097.63,1113.38,1025.81,
2008년11월24일,1135.66,1086.38,1081.00,1099.93,1163.37,1108.52,1123.84,1110.48,1063.28,1108.80,1087.90,1061.80,1128.94,1091.28,1111.63,1028.90,
2008년11월25일,1132.87,1091.94,1084.81,1112.47,1128.57,1097.27,1139.58,1100.58,1056.93,1073.73,1109.92,1075.75,1112.60,1109.50,1096.87,1031.79,
2008년11월26일,1136.73,1086.44,1071.57,1100.16,1131.16,1095.00,1091.62,1096.27,1054.59,1078.73,1071.43,1053.75,1081.82,1106.15,1088.09,1028.58,
2008년11월27일,1134.10,1077.52,1066.95,1089.76,1135.80,1094.07,1102.30,1094.49,1043.78,1051.42,1078.64,1056.60,1082.37,1088.84,1113.67,1033.34,
2008년11월28일,1135.80,1125.05,1051.06,1117.89,1078.50,1097.62,1089.11,1098.98,1042.00,1064.88,1082.26,1042.27,1084.50,1083.60,1108.26,1023.76,
2008년11월29일,1140.68,1090.20,1072.57,1109.33,1101.27,1091.14,1096.88,1080.50,1042.37,1063.78,1084.44,1050.76,1083.23,1098.29,1077.00,1021.98,
2008년11월30일,1128.60,1070.40,1085.41,1082.50,1104.00,1056.33,1095.53,1091.02,1047.41,1045.00,1098.90,1058.56,1075.00,1087.94,1085.92,1024.41,
2008년12월01일,1129.20,1103.25,1038.75,1098.37,1077.78,1085.61,1087.00,1085.41,1025.96,1044.80,1053.28,1050.85,1063.45,1067.52,1081.70,979.93,
2008년12월02일,1125.75,1045.18,1051.87,1072.82,1073.40,1063.50,1082.69,1071.76,1013.08,1049.75,1040.40,1027.64,1066.38,1044.09,1071.44,979.57,
2008년12월03일,1124.03,1071.84,1021.04,1058.68,1024.16,1068.47,1065.62,1079.87,1020.52,1023.19,1041.64,1035.55,1069.33,1047.95,1053.34,983.36,
2008년12월04일,1137.97,1079.56,1031.95,1066.91,1065.71,1057.27,1060.83,1056.49,1002.31,1049.16,1033.80,1028.86,1030.94,1043.76,1061.83,981.55,
2008년12월05일,1097.15,1045.28,1026.27,1075.00,1056.07,1076.40,1084.85,1071.35,996.73,1030.88,1033.68,1048.04,1039.20,1043.81,1061.34,978.44,
2008년12월06일,1084.44,1026.56,1016.30,1068.61,1083.00,1048.45,1071.58,1062.60,996.08,1024.20,1016.40,1003.30,1025.68,1053.16,1061.53,981.38,
2008년12월07일,1100.88,1057.30,1017.37,1090.08,1065.00,1049.05,1064.81,1059.67,1001.50,1018.68,1023.82,995.80,1048.75,1033.78,1053.97,973.75,
2008년12월08일,1131.44,1048.76,1010.10,1040.82,1019.00,1052.45,1070.05,1058.78,993.61,1028.69,1024.65,1030.47,1033.53,1031.71,1053.40,976.51,
2008년12월09일,1127.76,1059.58,1024.95,1065.69,1036.15,1036.69,1084.41,1051.32,987.97,1027.69,994.13,1038.22,1042.54,1041.12,1044.72,975.03,
2008년12월10일,1114.21,1068.30,994.27,1069.25,1037.50,1026.29,1052.78,1046.25,988.32,1008.00,990.85,1008.18,1028.13,1043.69,1047.82,981.19,
2008년12월11일,1085.50,1030.33,1016.00,1015.53,1041.45,1030.57,1083.60,1049.32,979.28,999.43,1004.31,1009.00,978.05,1032.12,1042.70,972.22,
2008년12월12일,1082.41,996.40,981.53,1034.50,996.87,1052.27,1035.50,1020.44,967.51,972.13,1010.29,995.71,1011.14,1013.18,1026.13,925.91,
2008년12월13일,1055.91,987.09,977.81,1004.13,996.60,1023.85,1030.42,1027.41,946.22,964.43,980.04,964.76,1026.26,1002.51,1007.56,924.15,
2008년12월14일,1086.05,1046.55,976.85,1013.10,985.45,985.15,1031.52,994.29,946.79,998.33,991.66,982.16,1002.95,986.06,1006.56,921.02,
2008년12월15일,1058.15,996.52,954.97,984.64,975.00,994.94,1020.88,989.92,934.58,968.78,967.91,964.22,991.40,982.80,998.52,913.17,
2008년12월16일,1030.11,992.35,962.23,965.60,988.14,999.26,1036.40,983.98,927.90,951.57,953.36,978.23,965.28,976.55,997.92,911.79,
2008년12월17일,1024.52,958.11,944.14,959.09,969.91,985.95,1036.07,983.48,930.30,948.61,968.75,1008.85,966.50,981.97,991.78,913.39,
2008년12월18일,1011.03,964.70,935.21,947.82,988.53,977.09,980.47,994.34,911.74,932.12,953.04,956.55,969.61,969.85,972.00,911.02,
2008년12월19일,1001.60,941.50,932.81,936.93,959.44,953.64,975.72,970.81,920.93,953.09,938.34,933.04,966.81,973.84,975.15,880.35,
2008년12월20일,989.51,949.15,939.40,941.46,988.55,991.57,973.28,961.95,908.52,943.09,935.39,952.04,943.46,946.49,970.72,869.90,
2008년12월21일,1034.85,928.77,928.50,936.33,966.66,928.84,964.90,957.89,901.80,935.39,938.16,973.92,926.56,969.42,969.50,872.65,
2008년12월22일,1020.87,959.26,922.22,951.79,963.75,951.84,957.23,969.04,914.72,936.80,928.50,977.32,932.89,940.66,948.21,870.03,
2008년12월23일,987.61,931.69,912.60,933.00,971.92,937.85,955.82,958.12,892.57,902.31,931.66,949.77,983.75,951.28,964.69,866.89,
2008년12월24일,988.00,940.18,915.87,948.05,968.00,922.33,961.07,948.68,898.90,932.10,905.92,943.68,961.89,938.57,950.41,870.62,
2008년12월25일,976.93,931.30,918.67,960.38,936.81,928.14,949.12,953.29,891.20,915.56,909.42,909.60,928.75,946.00,947.15,867.72,
2008년12월26일,1001.42,940.09,923.40,942.22,931.15,924.33,963.31,951.47,882.36,912.43,893.72,926.07,920.32,948.08,952.48,873.81,
2008년12월27일,980.48,927.15,919.86,938.15,935.00,940.52,934.50,950.86,896.27,901.00,929.59,919.15,929.62,937.68,951.00,869.79,
2008년12월28일,974.62,957.56,911.79,939.77,942.77,906.14,969.25,955.30,876.69,922.93,883.15,930.29,928.68,920.91,923.27,867.54,
2008년12월29일,979.87,904.54,925.05,988.71,937.72,887.21,936.84,944.07,882.56,921.04,889.92,947.16,915.83,943.52,944.14,869.61,
2008년12월30일,971.04,905.66,919.81,934.16,950.00,929.84,936.29,950.26,881.69,888.73,907.66,914.94,916.50,920.95,926.15,869.00,
2008년12월31일,983.80,929.68,904.25,931.52,939.64,930.04,929.73,943.95,880.29,902.80,911.65,895.00,923.13,930.65,946.21,866.64,
2009년01월01일,959.63,900.30,896.63,930.87,957.50,915.16,915.87,932.66,889.28,897.00,924.75,920.25,921.33,916.90,957.51,846.31,
2009년01월02일,954.26,902.81,904.65,913.86,937.93,917.23,931.58,924.56,868.07,888.30,908.04,911.73,932.50,918.53,933.67,837.58,
2009년01월03일,956.76,913.68,887.11,949.00,956.36,937.95,912.50,923.11,873.92,886.42,896.73,916.60,910.65,931.64,931.36,835.28,
2009년01월04일,950.33,908.35,889.36,900.28,934.16,926.47,927.90,924.32,884.96,923.06,876.09,899.33,928.21,906.15,928.26,832.34,
2009년01월05일,933.33,870.07,883.64,892.90,938.90,914.33,916.26,923.32,862.86,894.20,898.88,913.85,917.50,911.09,949.35,836.28,
2009년01월06일,945.30,872.00,877.23,940.12,916.00,898.66,912.83,932.61,869.09,898.89,874.00,899.08,914.54,915.83,925.32,834.80,
2009년01월07일,948.33,871.52,887.00,893.72,959.13,887.94,902.63,930.22,867.39,922.05,920.47,909.63,917.14,915.92,926.21,838.72,
2009년01월08일,969.17,918.00,890.19,898.76,946.54,903.72,910.00,924.89,868.16,875.12,875.60,922.50,904.09,902.20,929.68,833.56,
2009년01월09일,962.06,892.93,882.67,933.66,923.91,901.94,929.00,921.85,867.40,908.81,875.00,880.00,915.18,909.24,926.25,837.05,
2009년01월10일,952.80,863.53,886.69,927.18,920.22,909.43,919.30,931.76,862.98,886.96,930.96,876.25,925.62,912.38,920.58,832.81,
2009년01월11일,959.09,871.76,876.70,900.63,932.00,933.76,904.25,933.50,864.79,873.94,936.57,887.18,895.50,916.42,919.63,838.23,
2009년01월12일,971.52,871.31,898.02,875.30,912.87,941.50,909.46,923.70,870.25,888.18,905.43,895.04,906.37,899.20,929.91,840.03,
2009년01월13일,961.12,905.62,884.91,900.00,938.81,907.14,908.65,930.48,870.58,893.47,881.02,888.00,906.39,907.42,923.54,836.13,
2009년01월14일,981.00,892.78,890.82,932.53,924.70,906.10,907.75,940.80,865.79,873.46,867.70,919.80,905.57,922.96,918.17,835.61,
2009년01월15일,987.17,905.95,892.35,930.64,955.38,933.40,947.50,936.20,882.64,887.00,921.13,903.76,908.86,925.12,932.77,834.70,
2009년01월16일,993.80,909.09,899.97,928.85,942.72,920.50,940.00,948.54,880.43,890.52,898.65,920.45,939.75,926.27,930.02,871.64,
2009년01월17일,999.61,905.28,924.38,913.22,944.16,913.36,917.14,955.06,874.71,880.45,920.22,866.12,920.00,924.33,920.31,869.78,
2009년01월18일,1011.50,971.06,901.28,941.50,936.75,926.50,921.80,946.47,879.90,893.05,902.85,876.00,928.94,916.27,935.04,872.15,
2009년01월19일,1015.58,948.53,907.24,930.00,948.50,925.14,929.43,938.87,869.18,923.70,923.45,912.66,921.02,910.82,937.58,882.10,
2009년01월20일,1024.12,896.85,903.76,946.65,961.25,916.45,927.80,950.85,874.98,902.14,894.28,914.77,918.75,927.07,932.30,883.78,
2009년01월21일,1006.04,915.00,913.31,948.50,946.90,930.70,943.07,948.81,872.69,899.03,912.76,927.33,908.63,911.21,927.22,888.20,
2009년01월22일,1024.39,908.35,914.10,944.57,939.90,953.26,925.88,952.68,879.35,914.70,909.90,903.61,912.50,918.82,934.79,886.31,
2009년01월23일,1000.03,928.26,907.02,938.00,938.50,943.52,921.70,944.36,885.77,896.34,894.70,925.76,923.47,922.95,942.10,885.83,
2009년01월24일,931.55,927.25,899.38,885.50,932.00,937.66,926.25,933.61,878.38,858.57,880.25,900.00,940.00,917.04,924.05,885.86,
2009년01월25일,995.93,912.00,920.85,927.40,948.22,922.37,936.80,955.47,889.72,896.73,905.31,915.00,914.40,927.82,940.88,889.52,
2009년01월26일,1008.12,916.66,917.50,945.85,954.66,930.00,936.71,948.88,891.57,892.36,894.00,881.42,903.61,927.26,944.44,890.78,
2009년01월27일,1020.63,902.88,918.08,962.66,957.63,889.00,920.40,943.77,895.04,927.25,934.50,901.81,908.75,919.12,947.46,887.02,
2009년01월28일,1022.92,910.53,913.11,938.43,932.14,914.92,934.87,953.20,881.91,893.56,910.94,917.90,918.68,924.10,932.00,887.36,
2009년01월29일,1001.88,914.46,913.80,939.76,939.83,930.73,933.18,941.80,879.29,894.16,899.00,884.15,929.04,921.61,936.74,886.85,
2009년01월30일,980.69,924.38,910.78,914.68,977.11,938.42,933.37,955.00,885.59,896.00,926.29,889.57,926.56,927.53,946.09,885.67,
2009년01월31일,1008.50,904.91,903.26,906.00,965.11,947.04,920.58,949.05,892.25,898.06,899.68,909.52,917.00,911.58,932.59,884.05,
2009년02월01일,981.90,912.85,911.28,949.00,940.27,942.57,915.00,948.80,884.16,896.26,910.61,891.72,931.87,931.37,927.66,888.66,
2009년02월02일,993.72,945.26,911.02,929.80,976.76,916.10,947.14,943.01,887.88,909.65,905.00,912.88,920.22,925.89,941.48,885.86,
2009년02월03일,980.76,904.61,911.74,940.11,972.61,936.50,930.00,935.00,880.18,903.16,918.04,892.38,935.00,934.22,934.16,888.31,
2009년02월04일,995.86,932.95,915.62,926.87,978.66,916.00,940.50,946.48,891.48,893.77,921.10,885.00,938.00,941.38,959.58,888.20,
2009년02월05일,1039.14,916.84,916.90,932.17,955.00,950.42,930.35,952.49,895.04,898.72,913.73,910.76,927.27,927.28,965.27,889.31,
2009년02월06일,983.78,914.00,921.02,937.00,945.61,929.43,935.27,953.87,891.78,901.12,902.04,881.73,942.73,927.66,952.78,894.07,
2009년02월07일,1014.22,941.08,923.20,943.82,948.87,928.07,948.40,956.01,900.40,900.62,928.72,912.23,944.79,950.70,953.76,896.87,
2009년02월08일,1015.88,947.58,934.22,926.63,940.40,924.66,939.81,963.82,895.73,903.68,905.22,930.55,924.47,924.27,948.44,898.37,
2009년02월09일,1037.05,920.61,915.19,935.00,979.30,937.50,943.23,951.37,892.59,899.96,909.45,911.79,922.00,916.76,963.78,897.37,
2009년02월10일,975.18,942.40,911.31,939.33,963.40,943.37,942.00,960.24,898.13,894.13,912.22,923.57,931.84,932.42,957.77,897.50,
2009년02월11일,1002.95,948.43,922.92,939.00,947.62,942.31,936.21,958.00,899.23,908.79,896.31,895.05,913.25,946.64,940.83,895.26,
2009년02월12일,999.26,916.60,920.38,942.52,948.20,952.06,946.07,953.71,912.37,906.72,931.73,907.11,904.72,933.31,945.41,899.02,
2009년02월13일,988.76,954.64,920.37,940.58,933.57,942.45,947.50,947.56,897.44,907.39,902.88,904.71,911.83,934.22,947.50,888.33,
2009년02월14일,998.82,945.50,926.38,934.43,944.72,949.62,930.27,952.64,896.42,905.19,921.00,873.45,916.27,927.27,953.69,888.60,
2009년02월15일,990.93,926.33,923.23,948.33,934.00,905.55,939.12,960.37,905.42,905.38,896.35,920.35,911.19,925.81,957.73,883.58,
2009년02월16일,1002.93,941.46,929.04,913.43,940.73,918.45,930.83,952.08,905.12,894.12,911.27,902.90,923.03,928.56,942.54,882.50,
2009년02월17일,984.08,972.62,923.66,941.81,949.44,950.77,930.66,942.96,895.29,899.60,903.11,895.92,939.06,929.32,939.82,882.71,
2009년02월18일,988.50,953.25,913.65,916.33,954.81,930.33,928.70,950.65,896.34,891.96,918.16,907.75,936.19,933.07,936.40,885.00,
2009년02월19일,985.62,918.00,916.97,912.18,954.46,929.43,933.93,944.89,896.03,907.62,902.34,901.26,931.73,940.50,951.71,884.20,
2009년02월20일,993.60,933.69,916.37,941.30,955.66,920.56,948.22,952.39,901.61,897.10,913.10,895.36,916.00,946.29,936.72,873.33,
2009년02월21일,1017.75,934.33,928.02,949.05,955.27,918.50,924.41,954.55,878.88,886.00,894.00,902.26,924.66,925.62,942.42,870.90,
2009년02월22일,975.17,948.87,927.12,956.00,930.60,918.57,915.71,936.12,894.48,892.95,903.71,901.87,910.41,941.11,934.59,867.50,
2009년02월23일,1001.04,899.00,915.46,930.33,926.08,915.76,937.35,941.02,895.88,881.57,882.51,909.28,925.93,927.74,953.57,866.31,
2009년02월24일,979.61,899.09,927.09,946.73,954.00,921.10,918.93,944.52,899.27,893.42,894.40,915.43,927.25,927.48,946.55,862.54,
2009년02월25일,990.96,926.81,916.97,939.87,938.75,934.26,945.35,949.86,889.00,895.44,893.29,916.40,938.09,941.32,940.87,867.09,
2009년02월26일,973.85,939.18,914.37,923.00,936.69,923.00,917.52,944.29,895.74,896.90,905.51,904.08,920.28,933.32,930.13,868.17,
2009년02월27일,985.54,913.35,919.28,916.91,923.63,931.83,940.11,936.92,908.57,892.14,894.64,902.35,903.70,937.13,930.88,868.80,
2009년02월28일,998.82,901.00,918.78,939.88,939.33,901.35,933.12,930.68,892.70,902.53,894.18,900.60,916.77,930.97,939.47,862.41,
2009년03월01일,980.41,941.69,927.82,945.33,947.37,952.13,953.14,945.45,899.90,890.00,912.36,911.72,920.00,919.63,934.97,876.39,
2009년03월02일,1005.57,927.33,929.80,948.00,952.20,907.54,933.20,941.52,897.73,896.23,891.87,910.68,919.62,928.63,941.72,878.17,
2009년03월03일,982.26,908.80,917.17,963.31,928.33,930.61,933.58,948.14,892.68,906.22,903.29,910.52,913.66,924.19,937.60,883.34,
2009년03월04일,1002.15,910.33,921.75,944.88,961.55,933.21,915.31,942.17,896.07,917.14,932.75,909.23,923.68,937.78,930.61,882.40,
2009년03월05일,1010.10,928.07,940.05,943.11,944.53,945.53,949.35,961.76,902.79,907.50,906.23,906.25,923.92,939.47,957.76,882.06,
2009년03월06일,1028.26,949.30,930.37,954.15,987.00,937.06,960.62,965.27,905.37,929.89,901.58,916.50,914.13,929.94,950.14,890.13,
2009년03월07일,1040.96,940.87,937.96,964.88,949.70,953.92,947.00,964.86,899.35,906.40,920.84,913.66,922.72,928.90,950.60,890.31,
