날짜,TV,김치냉장고,냉장고,보온매트,블랙박스,세탁기,소파,소형주방가전,손목시계,식기세척기,식탁,에어컨,영상음향기기,의자,장롱,저장장치,전기레인지,전기밥솥,전자레인지,책상,청소기,침대,컴퓨터,컴퓨터소모품,헬스기구,휴대전화기,냄비,식기,실내화,의류건조기,침구,커튼,프라이팬,서적,악기,의료측정기,장난감
2023-09-01,92.67,105.15,99.46,93.7,102.82,90.96,125.92,113.46,122.94,99.12,121.9,108.38,100.15,117.03,113.22,105.06,106.44,115.22,97.21,130.81,97.59,120.44,94.12,111.1,102.26,99.63,117.26,119.49,124.34,98.13,111.15,105.72,113.11,101.85,104.0,100.67,101.37
2023-10-01,92.6,105.75,99.06,93.7,102.61,96.45,125.92,113.51,122.94,99.8,121.9,108.38,101.25,117.02,113.22,105.06,106.79,117.18,98.46,130.81,97.85,120.44,94.89,113.68,100.74,99.63,123.03,119.81,124.52,99.28,111.15,105.68,125.69,101.85,104.03,100.63,100.65
2023-11-01,93.07,105.75,98.16,104.28,102.62,96.21,125.92,115.4,122.94,100.86,121.9,108.38,101.09,112.31,113.22,109.94,107.49,117.99,98.44,130.81,97.55,120.44,93.59,113.68,103.44,99.63,113.53,123.94,124.6,98.5,111.15,106.29,109.29,101.85,104.18,101.08,100.14
2023-12-01,92.52,107.27,100.82,104.28,102.54,96.46,125.92,114.71,122.94,103.09,121.9,108.38,102.52,112.39,113.22,109.94,107.25,117.73,97.83,130.81,97.45,120.44,93.48,113.68,105.33,99.63,115.84,124.02,124.65,97.48,111.15,106.28,122.64,101.85,104.2,101.29,99.12
2024-01-01,93.02,106.46,101.48,104.28,102.45,96.64,125.92,115.29,122.94,100.08,121.9,108.38,102.09,111.98,113.22,109.94,106.66,100.41,98.29,130.81,96.94,120.44,93.81,113.68,112.42,99.63,114.61,114.11,124.87,99.07,111.15,106.16,113.2,101.85,104.41,101.32,100.68
2024-02-01,92.73,106.88,102.41,104.28,102.43,96.96,125.92,114.89,122.94,100.93,121.9,108.38,102.49,111.87,113.22,110.16,106.41,101.57,97.67,130.81,97.36,123.21,94.15,116.86,115.84,99.63,107.54,118.47,124.94,98.32,111.15,105.56,105.96,101.85,104.33,101.08,98.87
2024-03-01,93.07,106.88,99.66,104.28,102.27,96.98,125.92,115.38,122.94,102.81,121.9,108.38,102.51,111.89,120.96,110.09,106.61,101.83,97.98,130.81,96.38,123.21,94.0,116.75,107.73,99.63,119.64,120.84,124.63,99.42,111.15,105.83,124.3,101.85,104.49,99.5,100.63
2024-04-01,93.37,106.88,97.83,104.28,101.63,98.14,125.92,116.71,122.94,102.81,121.9,109.91,102.58,114.12,120.96,115.53,106.55,116.99,98.59,130.81,95.24,123.21,92.48,116.75,107.97,99.63,116.85,116.48,125.3,98.7,111.15,105.82,119.19,101.85,104.52,99.16,101.15
2024-05-01,92.32,106.88,97.48,104.28,101.62,98.2,125.92,107.18,122.94,102.39,121.9,108.84,102.66,114.08,120.96,115.48,106.42,109.88,97.35,130.81,97.43,123.21,92.28,116.48,108.43,99.63,123.2,119.9,125.0,98.9,111.15,106.88,122.08,101.85,104.56,99.09,100.0
2024-06-01,92.84,106.88,98.02,104.28,101.5,98.81,125.92,105.75,122.94,101.47,121.9,105.64,102.6,112.57,120.96,115.45,105.5,104.94,97.35,130.81,97.0,123.21,91.89,116.48,109.11,99.63,122.29,121.37,125.08,99.16,111.15,106.57,112.46,101.85,104.75,99.19,101.23
2024-07-01,90.94,106.88,96.33,104.28,101.41,100.57,125.92,105.83,122.94,101.6,121.9,108.76,102.54,114.09,120.96,115.14,105.32,104.21,97.89,130.81,97.38,123.21,92.87,118.23,108.07,99.63,115.85,122.91,125.38,99.2,111.15,106.65,123.04,101.85,104.63,99.01,100.73
2024-08-01,89.65,106.88,95.96,104.28,102.96,96.2,125.92,105.28,122.94,100.75,122.49,105.5,97.3,112.58,120.96,131.87,107.33,101.76,97.24,130.81,100.64,123.28,91.34,117.55,108.2,99.63,125.46,119.85,125.3,101.97,111.15,106.89,122.63,101.85,104.66,99.22,100.68
2024-09-01,89.64,107.73,96.41,104.28,102.86,95.27,127.32,106.43,122.94,101.11,122.49,106.27,97.38,114.1,120.96,131.71,106.07,104.01,96.83,130.81,100.04,125.3,90.64,116.27,108.19,99.63,108.59,120.37,125.6,101.3,111.15,107.12,106.7,101.85,104.56,99.13,98.65
2024-10-01,88.43,108.43,98.6,104.28,102.78,95.04,120.46,113.45,122.94,100.32,122.49,106.27,96.66,114.1,120.96,131.81,106.34,103.56,97.12,111.7,99.75,125.3,89.1,116.41,107.66,99.63,123.37,123.44,125.83,101.45,111.15,106.82,122.66,101.88,104.36,99.0,100.74
2024-11-01,88.43,103.86,97.61,109.39,102.74,94.98,120.46,103.47,122.94,99.42,122.49,106.27,97.5,114.09,120.96,131.64,107.97,105.04,97.13,113.17,99.05,125.3,88.47,117.42,107.66,99.63,115.37,123.22,125.81,101.62,111.15,106.98,115.7,101.88,104.59,98.89,100.48
2024-12-01,88.4,104.04,99.7,109.39,102.74,94.45,127.32,112.61,122.94,99.89,122.49,106.27,96.82,114.1,120.96,131.5,107.36,102.96,96.98,113.17,97.91,125.3,91.41,118.4,109.91,99.63,126.48,122.76,125.92,101.98,111.15,106.85,125.3,101.88,104.56,98.76,98.26
2025-01-01,88.87,103.59,99.71,109.39,102.79,93.91,127.32,112.82,122.94,99.39,122.49,106.27,97.43,114.11,120.96,131.24,107.61,104.41,97.54,113.17,95.4,125.3,90.76,116.66,108.96,99.63,117.7,115.74,125.95,101.49,116.5,106.69,120.39,101.88,104.61,98.54,100.84
2025-02-01,87.51,102.45,99.67,109.39,102.94,94.97,131.05,105.78,122.94,99.38,126.17,106.27,97.07,113.79,120.96,131.34,103.91,104.69,97.11,130.81,95.27,127.77,92.08,116.97,109.6,99.63,120.96,121.26,125.84,101.75,116.88,106.98,124.21,101.88,104.67,98.53,101.15
