날짜,TV,김치냉장고,냉장고,보온매트,블랙박스,세탁기,소파,소형주방가전,손목시계,식기세척기,식탁,에어컨,영상음향기기,의자,장롱,저장장치,전기레인지,전기밥솥,전자레인지,책상,청소기,침대,컴퓨터,컴퓨터소모품,헬스기구,휴대전화기,냄비,식기,실내화,의류건조기,침구,커튼,프라이팬,서적,악기,의료측정기,장난감
2016-03-01,147.282,109.087,106.183,95.117,107.156,95.151,86.614,129.733,96.977,,87.004,90.447,108.852,105.276,87.747,136.318,84.849,124.05,100.251,85.184,100.498,79.241,103.314,94.063,107.667,91.982,103.351,86.897,99.814,,92.352,103.242,110.234,97.647,92.632,98.695,98.482
2016-04-01,144.506,109.087,104.226,95.117,107.156,94.963,86.614,139.293,97.016,,87.004,90.474,108.724,105.794,87.747,135.976,81.384,122.182,99.267,85.184,100.804,81.677,103.438,94.33,107.667,99.435,103.423,87.28,100.002,,92.352,102.252,110.522,97.647,92.856,98.063,98.463
2016-05-01,145.453,109.087,105.135,95.117,106.657,95.113,86.614,124.056,97.016,,87.004,95.563,109.395,105.424,87.747,133.647,93.884,119.376,99.267,85.184,99.42,81.677,107.382,95.71,107.163,99.435,103.494,86.675,100.229,,92.352,103.794,109.861,97.647,92.184,98.219,98.463
2016-06-01,145.153,109.087,104.921,95.117,106.863,95.366,86.614,133.683,97.016,,87.004,95.635,107.702,104.928,87.747,134.951,87.283,116.987,99.554,85.184,99.3,81.677,106.133,96.048,107.699,99.435,103.301,87.323,100.12,,92.352,102.919,110.799,97.647,91.811,98.063,98.472
2016-07-01,146.493,109.087,104.9,95.117,106.45,95.61,86.614,116.624,96.765,,87.004,92.968,107.414,106.068,87.747,132.267,85.84,121.823,99.42,85.184,100.693,81.677,106.36,96.074,106.702,99.435,102.589,83.572,99.942,,92.352,100.49,106.536,97.647,91.792,98.209,98.472
2016-08-01,145.09,109.087,104.675,95.117,106.385,95.835,86.614,139.561,97.016,,87.004,93.041,106.317,106.184,88.221,132.254,88.139,119.179,99.42,85.184,101.018,83.517,106.195,96.279,107.313,99.435,101.419,87.033,99.952,,92.352,102.721,106.824,97.647,91.727,98.919,98.388
2016-09-01,143.86,112.381,104.654,95.117,105.918,96.753,86.614,131.849,96.987,,87.004,93.857,105.838,106.131,88.221,134.989,79.94,118.634,99.716,85.184,100.869,83.517,106.009,96.724,107.303,99.881,102.731,85.499,99.053,,92.352,103.096,95.284,97.647,92.296,98.627,98.134
2016-10-01,142.945,109.565,103.606,95.117,106.016,96.734,86.614,123.908,96.842,,87.004,93.857,105.689,105.825,88.221,135.141,83.519,109.183,99.544,85.184,102.597,83.517,105.792,96.092,110.96,99.881,100.656,86.112,98.687,,95.544,98.697,103.606,97.647,92.726,98.384,98.989
2016-11-01,134.178,94.452,104.119,95.117,105.984,95.422,91.359,124.35,96.987,,87.004,93.857,102.845,105.741,88.221,134.027,81.797,110.481,100.203,85.184,101.324,83.517,105.782,94.571,122.93,96.751,103.097,86.65,98.687,,95.544,101.73,106.877,97.647,93.64,98.365,98.501
2016-12-01,132.585,93.439,104.001,95.117,105.788,97.577,91.359,121.927,96.987,,87.004,93.857,102.132,101.528,88.221,146.117,83.509,110.748,97.052,85.184,99.69,83.517,105.792,95.265,108.987,96.751,103.016,93.23,99.241,,95.544,99.52,103.51,97.647,93.5,98.16,96.698
2017-01-01,131.182,90.913,104.29,95.117,105.69,98.645,91.487,116.25,96.987,,87.013,93.857,105.188,99.226,88.155,191.058,78.651,110.887,97.692,85.159,102.076,83.532,106.732,95.816,111.1,96.625,102.884,81.364,99.478,,95.69,100.552,109.509,97.725,93.902,97.723,97.947
2017-02-01,130.583,104.824,103.563,95.117,105.571,99.198,91.487,121.311,96.987,,87.013,93.857,105.114,98.127,88.155,151.497,79.136,107.35,98.083,85.159,97.702,83.532,106.154,98.584,110.091,96.625,103.199,91.176,98.153,,95.69,101.032,107.73,99.844,94.07,97.538,98.529
2017-03-01,139.839,104.824,101.359,95.117,105.593,97.053,91.487,138.811,96.987,,87.013,93.857,104.251,97.684,88.221,155.13,75.258,112.673,99.764,85.217,98.761,83.532,106.071,98.584,109.973,92.641,103.229,94.662,99.191,,95.078,98.217,109.733,99.844,94.303,97.908,98.547
2017-04-01,139.35,104.824,100.899,95.117,105.408,99.151,91.487,127.122,96.871,,87.013,94.501,104.815,98.55,88.221,154.788,71.401,109.565,99.649,85.217,102.634,83.532,106.37,99.385,110.703,96.789,100.666,81.168,98.924,,95.078,97.957,107.133,99.844,94.452,97.917,98.529
2017-05-01,139.35,104.824,101.22,95.117,105.245,99.723,93.319,129.117,96.775,,90.421,100.008,104.773,97.378,88.221,154.295,74.299,109.786,100.088,86.692,99.253,83.532,107.579,97.863,111.357,96.789,101.663,94.637,99.547,,95.078,100.104,104.032,99.844,94.499,97.412,98.688
2017-06-01,141.179,104.824,101.488,95.117,105.018,98.674,93.319,124.324,96.775,,94.213,100.606,104.986,97.378,90.305,154.497,69.451,111.374,99.401,90.355,99.16,83.532,104.987,97.863,109.673,98.185,101.531,93.972,99.695,,95.078,101.105,101.07,102.031,94.536,98.267,98.726
2017-07-01,129.699,104.824,100.343,95.117,104.887,98.243,93.319,120.588,96.775,,94.213,100.643,104.815,94.485,90.305,147.041,74.299,111.63,95.964,90.355,97.489,83.532,108.343,94.455,108.515,101.209,100.758,80.938,99.577,,95.078,101.126,101.667,99.912,95.078,98.141,99.026
2017-08-01,128.58,104.824,99.113,95.117,105.028,98.852,93.319,127.176,96.775,,94.213,100.298,103.112,95.889,90.305,145.231,78.991,112.847,95.935,90.355,98.334,83.532,108.178,93.013,107.249,101.209,100.88,94.594,99.636,,91.062,101.96,106.462,99.912,95.152,98.141,99.082
2017-09-01,125.316,102.654,100.151,95.117,105.235,98.664,93.319,135.383,96.775,,94.213,100.307,102.76,95.583,90.305,143.205,74.288,114.192,95.84,90.355,97.359,87.313,105.327,93.013,106.916,101.209,98.52,94.645,99.478,,91.062,101.282,107.975,99.912,95.721,97.616,99.073
2017-10-01,125.395,104.891,99.477,95.117,102.184,99.695,93.319,127.042,96.775,,94.213,100.307,102.686,95.593,90.305,141.04,79.136,116.164,98.332,90.355,98.427,87.313,105.73,93.289,107.26,101.209,99.344,94.321,99.498,,92.883,101.543,107.858,99.912,95.74,96.984,99.073
2017-11-01,122.824,99.293,99.188,95.201,101.946,100.463,93.471,145.76,96.775,,94.213,100.307,103.303,95.086,90.305,142.445,71.834,109.113,98.332,90.355,99.866,87.313,105.885,93.156,109.137,101.209,102.365,93.759,99.32,,92.883,101.584,101.411,99.912,97.616,96.848,99.092
2017-12-01,122.903,101.909,99.028,95.201,101.674,100.988,93.471,145.76,96.775,,94.213,100.307,102.92,95.118,90.305,133.584,81.075,111.525,98.064,90.355,100.516,87.313,106.247,92.471,109.888,101.422,102.924,94.211,99.32,,92.883,101.313,109.009,99.912,96.748,96.76,98.989
2018-01-01,121.452,99.839,98.257,95.201,101.414,98.823,93.471,155.99,96.775,,94.213,100.307,103.452,95.203,90.305,136.837,97.267,122.925,97.988,90.355,101.881,88.288,105.018,94.197,111.293,98.427,103.158,81.015,99.359,,92.883,101.657,107.602,99.912,98.176,96.4,99.036
2018-02-01,120.569,100.428,97.904,95.201,101.316,100.154,97.04,126.278,96.775,,94.344,100.307,102.441,96.522,94.62,131.621,83.89,128.769,97.854,94.453,98.306,88.532,105.379,94.152,110.51,98.427,98.51,93.938,99.142,,98.16,100.594,93.909,99.912,98.671,96.468,99.12
2018-03-01,120.049,100.428,97.872,95.201,101.284,100.135,98.688,130.309,96.775,,96.902,100.307,101.067,96.185,97.537,133.014,78.166,126.207,98.58,94.453,98.454,88.532,105.906,94.535,110.413,98.427,101.521,94.1,99.221,,94.492,101.022,107.645,99.912,98.073,96.42,99.27
2018-04-01,119.592,100.428,97.744,95.201,100.958,99.685,98.688,116.892,96.775,,96.902,99.001,101.184,95.657,97.537,134.558,78.166,125.488,98.771,98.01,99.207,88.532,105.503,94.989,108.225,101.849,99.476,94.074,99.784,,94.492,101.355,105.236,99.912,98.111,97.412,99.599
2018-05-01,117.589,100.428,97.744,95.201,100.687,99.685,98.688,143.618,96.775,,96.902,99.944,101.535,95.878,97.537,114.493,78.166,125.94,98.647,98.01,98.575,88.532,105.379,92.533,107.506,101.849,101.297,93.674,100.012,,94.492,100.177,106.824,99.912,97.868,96.945,99.552
2018-06-01,117.51,100.428,97.669,95.201,100.643,99.807,98.688,112.393,96.775,,96.902,99.799,101.493,95.804,97.537,112.24,78.166,120.199,97.788,98.01,96.95,88.532,105.617,91.305,106.552,101.829,102.823,93.98,99.873,,94.492,101.647,106.398,99.912,97.84,96.702,99.89
2018-07-01,121.61,100.428,98.728,95.201,100.643,100.36,98.688,130.054,96.775,,96.902,98.865,100.726,95.783,97.537,111.404,78.166,119.805,98.828,98.01,96.959,88.587,104.491,92.115,108.332,99.387,102.273,94.27,99.932,,94.492,98.801,104.054,100.674,97.681,96.575,98.998
2018-08-01,119.529,100.428,99.883,95.201,100.665,101.166,98.688,137.767,96.775,,96.902,99.273,101.056,95.868,97.537,110.746,78.166,121.301,98.561,98.01,96.876,88.587,104.491,93.325,106.927,99.387,102.538,94.407,99.932,,94.492,100.292,103.127,100.674,98.54,96.614,99.655
2018-09-01,115.318,103.645,99.391,95.201,100.654,101.475,98.688,109.046,96.775,,96.902,99.745,100.875,95.836,97.537,104.644,78.166,120.791,100.146,98.01,96.337,88.587,104.605,92.8,105.94,99.387,97.472,94.194,99.932,,94.492,100.104,91.64,100.674,98.484,96.546,99.815
2018-10-01,114.088,105.67,99.284,95.201,100.665,98.036,98.688,115.875,96.775,,96.902,99.745,100.822,95.086,97.537,101.922,78.166,123.191,100.795,98.01,95.613,88.587,104.636,92.835,107.453,99.387,103.667,95.43,99.962,,95.69,101.063,105.929,100.674,98.409,96.575,99.88
2018-11-01,111.029,100.684,99.092,102.295,100.48,98.608,90.11,115.567,96.775,,96.902,99.745,100.524,95.424,88.629,102.492,78.166,124.166,99.458,94.338,97.554,100.0,103.469,93.476,107.356,99.435,95.998,95.489,99.962,,95.69,100.573,98.172,100.674,98.531,96.536,99.693
2018-12-01,110.114,99.805,99.167,102.295,100.393,100.931,88.542,115.834,96.775,,92.203,99.745,100.268,97.262,91.269,99.251,78.166,109.716,99.907,93.15,96.291,100.0,103.448,93.147,112.515,99.435,103.067,94.671,100.17,,95.69,100.573,106.259,100.674,98.045,96.546,99.317
2019-01-01,112.18,102.487,98.76,102.295,100.176,101.868,102.936,104.815,96.775,,96.902,99.745,100.534,98.518,99.335,97.555,78.166,119.388,98.933,98.108,96.792,100.0,102.219,93.147,115.54,99.435,98.093,85.328,100.209,,95.69,100.438,97.831,100.674,99.427,96.031,99.618
2019-02-01,111.139,104.057,100.45,102.295,100.079,100.885,102.936,136.401,96.775,,100.0,99.745,100.566,98.423,102.073,98.517,78.166,118.483,99.134,98.108,96.792,100.0,102.457,92.533,112.355,96.906,104.094,95.609,100.14,,95.69,97.602,100.825,100.674,100.005,96.478,99.693
2019-03-01,111.061,104.057,101.167,102.295,100.1,100.285,102.936,119.356,96.775,,100.0,99.745,100.438,98.624,102.073,98.036,78.166,111.2,99.687,98.108,98.417,100.0,100.495,92.524,112.998,96.906,97.767,94.509,100.249,,96.596,99.833,101.145,100.674,99.427,95.953,99.636
2019-04-01,111.297,104.057,100.386,102.295,101.511,102.524,102.936,130.603,96.775,,100.0,104.307,100.066,98.402,102.073,96.972,78.166,108.348,101.406,98.108,98.009,100.0,102.942,92.542,111.443,99.416,101.805,95.66,100.229,,96.596,100.636,100.09,100.674,99.473,96.254,99.524
2019-05-01,114.325,104.057,99.188,102.295,101.522,100.032,91.847,112.259,96.775,,95.129,103.709,99.991,97.948,93.492,99.795,78.166,110.887,101.348,98.108,97.897,100.0,102.777,92.542,111.185,99.416,102.843,95.515,100.061,,96.596,100.876,106.174,100.674,100.005,95.613,99.599
2019-06-01,114.041,104.057,99.113,102.295,101.436,100.201,89.23,112.942,96.775,,90.241,103.346,99.991,98.233,97.627,92.2,78.166,106.829,101.434,98.108,97.628,100.0,102.932,92.631,109.812,99.416,104.114,95.319,100.11,,96.596,101.23,103.745,100.674,99.865,95.418,99.618
2019-07-01,113.095,104.057,97.733,102.295,101.012,100.313,102.936,117.91,96.775,,100.0,103.699,99.927,97.082,100.815,92.643,78.166,107.942,100.795,98.403,97.489,100.0,100.309,99.198,101.457,97.604,99.527,93.861,99.745,,96.596,100.824,105.343,100.674,99.856,95.379,99.261
2019-08-01,103.507,104.057,98.118,102.295,101.24,100.032,102.936,113.491,96.775,,100.0,101.132,99.821,97.578,100.815,92.795,78.166,105.541,100.747,98.403,96.866,100.0,102.808,98.931,101.457,100.056,104.216,97.109,99.764,,96.596,99.771,108.55,100.293,99.548,95.369,98.801
2019-09-01,104.233,103.099,98.076,102.295,100.665,99.732,102.936,101.856,96.775,,100.0,101.241,100.193,100.134,100.815,93.225,78.166,100.485,100.852,98.403,97.08,100.0,99.132,99.66,94.399,101.859,92.112,98.047,99.962,,96.596,101.095,87.175,100.293,99.651,95.953,98.604
2019-10-01,103.996,103.734,99.167,102.295,100.621,100.81,102.936,108.109,96.775,,100.0,101.241,99.874,100.007,100.815,92.719,78.166,101.656,100.728,98.403,97.776,100.0,102.292,99.66,100.105,101.859,102.762,100.143,99.962,,96.596,99.792,105.844,100.293,99.977,95.69,98.876
2019-11-01,104.028,99.883,99.68,99.909,100.567,100.482,102.936,92.429,96.775,,100.0,101.241,99.65,100.07,100.815,92.579,78.166,108.023,100.814,98.403,97.832,100.0,102.405,99.847,98.497,98.243,90.505,99.257,99.646,,98.389,99.844,89.679,100.293,99.987,96.838,99.683
2019-12-01,104.28,99.215,99.894,99.909,100.578,100.285,102.936,98.83,96.775,,100.0,101.241,100.002,100.377,100.815,92.364,78.166,106.759,100.317,98.403,97.869,100.0,102.973,99.91,99.14,98.243,104.094,100.169,100.012,,98.389,101.616,106.249,100.293,98.904,96.76,99.693
2020-01-01,99.62,101.61,101.22,99.92,100.54,101.68,100.0,118.92,96.77,99.99,100.0,101.84,102.85,100.23,100.84,95.99,89.52,98.47,100.15,98.42,94.33,100.0,101.61,99.88,100.53,96.36,94.34,96.19,100.4,101.55,98.42,101.22,89.21,100.31,98.9,95.13,99.74
2020-02-01,99.06,98.81,101.61,99.92,100.51,100.66,100.0,111.36,96.77,100.54,100.0,101.84,102.63,100.03,100.84,98.51,89.81,106.01,100.11,101.47,94.22,100.0,100.14,99.93,100.16,96.36,104.26,102.04,100.28,100.56,98.42,100.98,106.37,100.31,98.88,96.13,99.89
2020-03-01,97.96,98.81,101.1,99.92,100.29,99.16,100.0,99.08,96.77,99.97,100.0,101.84,102.7,100.02,100.84,101.27,89.51,107.5,100.17,101.47,94.75,100.0,98.9,99.93,100.34,96.36,94.72,97.79,99.93,99.16,98.42,101.01,99.22,100.31,100.17,97.24,99.96
2020-04-01,97.79,98.81,101.1,99.92,100.29,98.78,100.0,99.08,100.0,99.88,100.0,103.27,99.13,99.83,100.84,100.19,89.47,104.09,99.28,101.47,100.21,100.0,100.1,99.93,96.96,99.36,99.89,95.28,99.99,98.78,98.42,101.03,98.52,100.31,100.3,98.88,99.95
2020-05-01,105.89,98.81,100.58,99.92,100.16,100.66,100.0,95.71,100.0,100.29,100.0,100.25,98.31,99.59,100.84,99.17,89.68,104.47,99.28,101.47,98.86,100.0,99.46,99.75,97.49,99.36,103.77,102.02,99.98,100.66,98.42,100.43,106.34,100.31,98.95,100.64,100.08
2020-06-01,105.09,98.81,98.87,99.92,100.23,101.11,100.0,94.32,100.0,99.73,100.0,99.59,98.17,100.03,100.84,102.09,108.17,101.98,100.01,101.47,103.85,100.0,99.29,99.79,95.58,102.22,103.93,100.32,100.09,101.13,101.13,100.67,105.58,100.31,100.03,102.43,100.08
2020-07-01,100.91,98.81,98.86,99.92,100.23,99.57,100.0,93.3,100.0,99.87,100.0,97.61,98.27,100.1,100.84,102.03,108.24,104.15,100.51,101.47,102.67,100.0,100.62,99.72,101.0,102.22,99.88,102.47,100.09,99.58,101.13,99.89,105.62,99.51,100.29,102.69,100.09
2020-08-01,99.75,98.81,99.67,99.92,100.19,99.55,100.0,93.3,100.0,100.13,100.0,98.11,99.47,100.12,100.84,100.49,108.38,98.89,99.79,101.47,102.48,100.0,100.04,98.52,102.42,102.22,103.82,100.96,100.04,99.58,101.13,98.72,102.44,99.51,100.17,101.71,99.96
2020-09-01,98.49,98.35,98.92,99.92,99.42,99.77,100.0,91.88,100.0,99.26,100.0,98.91,99.67,100.12,100.84,99.83,107.92,94.88,100.26,101.47,97.89,100.0,99.27,101.96,101.82,102.22,98.03,99.74,100.04,99.81,101.13,98.87,88.16,99.51,100.49,101.62,100.08
2020-10-01,100.01,104.41,99.48,100.25,99.3,99.72,100.0,101.08,100.0,100.27,100.0,98.91,99.6,100.13,95.75,100.23,108.45,90.81,99.33,96.33,102.99,100.0,100.65,101.96,101.5,101.29,104.23,101.68,99.84,99.76,101.13,99.21,99.79,99.51,100.33,101.71,100.09
2020-11-01,96.97,102.56,98.12,100.25,99.45,99.55,100.0,101.52,104.84,99.88,100.0,98.91,99.57,99.69,100.91,100.19,102.45,94.49,99.48,101.94,103.17,100.0,100.63,100.1,101.41,101.29,89.67,101.6,99.67,99.59,101.13,99.14,94.32,99.51,100.66,101.22,100.02
2020-12-01,98.45,101.41,100.46,100.25,99.4,99.8,100.0,100.45,104.84,100.17,100.0,98.91,99.62,100.13,95.82,100.01,108.4,94.25,101.63,91.55,104.55,100.0,99.3,98.52,100.79,100.76,103.45,99.88,99.67,99.84,101.13,98.84,104.43,100.56,100.84,100.61,100.06
2021-01-01,96.93,102.03,101.05,100.25,99.45,99.34,100.0,100.26,104.84,100.7,100.0,98.91,98.37,100.36,100.91,99.42,104.56,94.53,99.7,101.94,102.54,100.0,100.49,98.59,98.43,93.74,104.91,92.65,99.73,99.92,101.13,99.15,105.63,100.56,100.67,100.23,100.05
2021-02-01,97.81,100.64,100.2,100.25,99.36,98.98,95.03,93.23,104.84,101.92,96.43,98.91,97.57,101.38,96.83,100.41,104.27,93.59,98.47,95.36,101.73,100.0,101.36,98.59,96.47,93.6,102.27,100.73,100.14,99.56,101.13,100.36,97.54,100.56,100.78,99.98,98.86
2021-03-01,97.15,100.64,99.94,100.25,99.6,94.0,83.43,92.77,104.84,101.4,96.33,98.91,97.4,101.41,99.13,94.72,108.27,94.07,97.94,95.23,101.57,100.0,100.63,98.59,97.16,93.6,102.79,102.01,100.4,98.92,101.13,100.12,99.88,100.56,100.52,99.35,99.44
2021-04-01,100.5,100.64,100.6,100.25,99.53,90.48,90.13,95.76,104.84,99.86,94.91,101.6,97.23,98.78,95.03,95.66,108.39,88.41,98.3,96.99,100.62,101.18,99.2,98.59,102.19,93.6,106.07,94.75,100.65,98.74,101.13,100.54,98.36,100.56,99.91,98.63,100.31
2021-05-01,102.04,100.64,99.17,100.25,99.43,91.16,90.13,97.96,104.84,98.69,99.87,98.18,94.99,99.83,95.4,100.31,106.29,93.79,95.7,96.86,100.42,108.23,97.64,98.59,100.6,91.75,108.67,100.49,100.78,99.44,101.13,100.27,99.86,100.56,100.24,98.39,100.1
2021-06-01,97.7,100.64,99.17,100.25,99.33,89.55,92.63,99.83,104.84,100.01,100.55,94.74,94.21,99.66,96.96,94.22,108.91,103.64,93.75,107.99,100.02,108.23,97.9,98.59,100.32,91.75,108.58,102.35,101.24,97.83,101.13,100.7,104.65,100.56,100.08,97.98,99.53
2021-07-01,96.89,100.64,100.63,100.25,98.95,89.64,100.65,102.54,104.84,100.63,103.77,95.72,94.32,99.47,101.57,95.78,109.69,104.58,94.27,111.18,100.9,109.07,98.41,98.59,100.74,91.75,103.83,102.32,101.58,96.85,101.13,100.52,102.12,100.56,100.09,97.97,98.3
2021-08-01,97.5,100.64,101.76,100.25,98.84,88.75,100.65,102.26,104.84,100.84,103.77,98.46,99.31,103.86,101.57,93.86,108.82,105.56,93.97,111.18,96.59,109.07,96.79,98.59,103.49,91.75,109.92,102.37,101.79,91.77,101.13,100.33,103.33,100.56,100.11,97.77,96.97
2021-09-01,96.89,103.51,102.13,100.25,98.99,89.44,108.48,101.97,104.84,99.07,104.19,98.41,99.22,104.92,104.18,93.86,108.96,103.36,93.58,111.38,93.07,109.07,97.16,98.59,103.75,91.75,98.66,97.0,102.77,91.8,101.13,100.38,94.87,100.56,99.92,97.46,98.57
2021-10-01,97.27,107.83,102.07,100.25,98.96,89.02,108.48,105.57,104.84,99.86,104.19,98.41,100.09,105.14,104.18,99.81,108.96,102.42,96.75,111.38,94.61,109.07,97.43,98.59,102.42,89.52,110.2,92.52,103.4,91.74,101.13,101.52,106.4,100.56,102.02,97.63,99.37
2021-11-01,96.84,106.29,102.33,100.25,98.96,89.52,108.48,109.58,104.84,99.22,104.19,98.41,99.08,104.74,104.18,97.25,109.7,105.09,96.37,111.38,95.38,112.78,97.71,98.11,101.59,94.85,99.42,102.97,104.17,91.66,101.13,101.79,90.62,100.56,102.1,98.46,99.45
2021-12-01,96.3,104.57,103.71,97.64,100.01,88.5,114.77,110.29,104.84,100.52,105.52,98.41,100.78,105.18,108.35,101.1,108.62,102.63,93.39,112.9,94.85,112.78,98.62,98.11,103.78,94.85,112.18,101.33,104.69,93.12,101.13,101.25,112.76,100.56,101.28,98.71,99.38
2022-01-01,96.4,103.65,102.62,97.64,100.42,88.34,114.67,112.76,104.84,97.94,105.5,98.52,100.81,105.61,108.34,100.21,108.81,105.86,94.7,112.93,92.69,112.78,97.0,98.75,102.02,94.95,101.28,93.01,105.24,91.81,101.25,103.57,100.51,100.69,101.13,98.39,99.76
2022-02-01,95.75,104.23,103.04,96.57,98.59,88.25,114.67,108.51,104.84,100.17,105.5,98.52,100.13,105.37,108.34,100.39,108.77,104.87,94.27,112.93,94.79,112.78,97.64,98.75,96.87,94.95,119.14,103.2,107.06,92.44,101.25,103.82,116.92,100.69,101.38,99.0,99.89
2022-03-01,95.92,104.23,103.0,96.57,98.7,88.43,114.67,107.54,104.84,99.46,105.5,98.52,100.0,106.19,108.34,96.97,106.01,100.55,94.49,112.93,96.51,112.78,97.51,98.75,98.08,94.05,111.96,101.48,108.81,92.13,93.96,104.01,105.11,100.69,101.66,99.21,99.62
2022-04-01,95.54,104.23,106.87,96.57,98.62,88.54,117.32,106.43,104.84,99.65,106.96,103.42,100.06,106.27,108.34,101.83,106.32,103.39,93.16,114.01,97.89,112.78,95.94,98.75,98.39,94.17,117.65,106.0,110.5,92.06,101.07,103.9,112.64,100.69,102.56,99.37,99.67
2022-05-01,95.68,104.23,105.11,96.57,98.45,89.4,98.87,105.67,104.84,99.6,106.96,104.15,100.06,106.31,108.34,96.85,108.77,96.88,92.3,109.0,95.93,112.78,95.61,99.37,98.29,94.17,119.6,111.0,110.91,92.95,101.07,103.78,116.4,100.69,102.92,99.1,99.28
2022-06-01,95.77,104.23,104.23,96.57,98.38,89.31,98.87,106.82,104.84,99.2,110.51,102.75,99.15,109.16,108.34,96.85,109.79,101.81,94.43,115.26,92.44,112.78,95.5,100.88,100.06,94.17,117.28,111.93,111.87,96.22,108.04,106.49,116.86,102.69,103.18,99.39,99.76
2022-07-01,96.27,104.23,104.95,96.57,98.27,90.07,98.87,103.73,104.84,99.46,110.51,103.63,98.98,108.18,108.34,96.83,109.63,89.48,95.33,115.26,93.69,112.78,95.0,101.32,99.71,94.17,118.26,109.61,112.71,96.87,108.04,106.12,118.79,101.85,103.02,99.6,99.65
2022-08-01,96.74,104.23,104.71,96.57,98.39,91.19,98.87,97.23,104.84,100.06,110.51,103.52,99.3,108.91,108.34,98.2,109.83,91.45,95.38,115.26,93.44,112.78,93.24,101.32,102.11,94.17,120.51,114.55,114.43,96.34,111.15,105.54,118.08,101.85,102.99,99.94,98.02
2022-09-01,96.42,103.81,102.86,96.57,98.43,90.9,117.32,101.52,109.68,100.13,110.51,103.47,99.58,109.15,108.34,98.5,109.63,91.29,95.33,115.26,93.31,112.78,90.61,101.88,101.85,95.25,109.91,108.04,116.67,95.96,111.15,106.16,104.08,101.85,103.12,100.03,98.0
2022-10-01,95.4,105.79,103.0,96.57,98.4,91.5,114.25,98.22,109.68,100.16,103.49,103.47,99.45,109.07,100.23,104.75,109.89,120.18,95.46,106.15,93.37,112.78,91.58,101.71,101.55,98.87,120.19,104.61,117.5,96.64,111.15,106.42,115.95,101.85,103.48,100.08,99.76
2022-11-01,96.08,105.83,102.44,99.08,98.23,91.07,117.32,101.44,109.68,100.05,110.51,103.47,101.22,109.08,108.34,104.76,109.43,120.65,95.34,115.26,93.41,112.78,91.19,101.64,101.72,98.87,111.37,109.78,118.9,95.11,111.15,105.97,100.77,101.85,103.43,100.0,100.3
2022-12-01,96.4,104.77,103.55,93.7,102.61,89.4,117.32,102.04,109.68,99.21,110.51,103.47,101.14,109.15,108.34,107.73,108.49,120.68,90.66,115.26,94.45,112.78,91.29,105.24,101.05,98.87,123.64,108.29,119.76,96.1,111.15,106.13,117.89,101.85,103.51,99.21,98.86
2023-01-01,95.05,108.61,103.6,93.7,102.41,91.15,117.32,110.38,109.68,99.25,113.43,103.47,101.19,109.16,108.5,103.54,108.75,120.34,96.41,118.27,100.75,120.43,91.9,105.62,98.96,98.87,107.03,112.55,120.51,95.72,111.15,107.17,98.48,101.85,103.52,100.77,100.34
2023-02-01,94.63,108.2,100.7,93.7,102.56,91.36,117.32,111.52,117.75,99.7,113.43,103.47,100.96,106.21,108.5,122.79,106.13,120.95,96.4,118.27,100.62,120.43,91.34,105.32,101.03,98.87,123.68,121.22,121.44,96.26,111.15,106.98,119.49,101.85,103.72,100.82,100.33
2023-03-01,94.71,108.2,99.44,93.7,102.53,91.43,119.1,114.04,117.75,99.86,117.52,103.47,100.71,109.3,110.3,119.93,106.42,117.69,97.37,118.27,99.16,120.43,92.14,109.91,101.92,98.87,114.94,118.61,122.54,95.62,111.15,107.16,118.5,101.85,104.3,100.81,100.72
2023-04-01,96.19,108.2,99.7,93.7,102.69,94.13,119.1,114.54,117.75,99.37,117.52,107.68,101.0,112.96,110.3,135.97,106.08,117.56,96.97,128.07,98.82,120.43,93.48,109.9,101.85,98.87,121.72,112.95,123.11,97.57,111.15,107.19,117.82,101.85,104.22,100.79,101.24
2023-05-01,95.89,108.2,99.7,93.7,101.97,94.13,119.1,114.54,117.75,99.37,117.52,107.68,100.62,112.94,110.3,135.97,106.08,113.76,96.97,128.07,98.82,120.43,93.75,109.9,101.85,98.87,124.21,119.41,123.16,97.57,111.15,107.01,120.19,101.85,104.19,100.86,101.23
2023-06-01,95.66,108.2,102.06,93.7,100.44,94.64,119.1,114.11,117.75,99.05,117.52,108.65,100.11,116.21,110.3,132.72,106.05,117.18,96.64,128.07,99.37,120.44,93.43,110.74,109.09,98.87,119.93,118.89,123.51,98.21,111.15,106.93,119.42,101.85,104.58,101.19,101.26
2023-07-01,90.59,108.2,99.56,93.7,100.12,94.57,125.92,113.91,122.94,99.0,121.9,103.34,100.19,116.82,113.22,105.06,106.66,115.98,97.18,130.81,98.83,120.44,92.97,111.13,104.35,98.87,121.33,120.47,123.76,91.28,111.15,105.19,123.38,101.85,104.02,101.21,101.21
2023-08-01,93.23,108.2,99.48,93.7,103.15,94.59,125.92,113.81,122.94,99.02,121.9,108.09,100.02,116.9,113.22,105.06,106.32,114.05,96.43,130.81,97.97,120.44,92.79,111.93,101.71,98.87,123.88,121.56,124.24,98.22,111.15,106.08,125.37,101.85,103.99,100.87,101.29
