,날짜,총지수,식료품 및 비주류음료,주류 및 담배,의류 및 신발,"주택, 수도, 전기 및 연료",가정용품 및 가사 서비스,보건,교통,통신,오락 및 문화,교육,음식 및 숙박,기타 상품 및 서비스
230,2024-03-01,113.95,124.22,104.43,113.65,114.11,114.69,104.25,114.0,101.24,107.96,105.43,119.78,118.49
231,2024-04-01,114.01,122.75,104.7,113.59,114.15,114.7,104.26,115.02,101.24,108.45,105.76,120.14,119.14
232,2024-05-01,114.1,121.9,104.46,114.3,114.26,114.48,104.52,115.74,101.32,108.81,105.9,120.38,119.13
233,2024-06-01,113.84,120.68,104.54,114.31,114.43,114.37,104.25,114.01,101.32,108.74,105.91,120.77,119.63
234,2024-07-01,114.13,121.54,104.71,114.38,113.07,115.35,104.27,116.0,101.32,109.45,106.18,121.32,119.78
235,2024-08-01,114.54,122.99,104.59,114.44,113.92,115.35,104.37,116.17,101.32,109.35,106.41,121.65,119.23
236,2024-09-01,114.65,124.72,104.48,114.44,115.36,114.95,104.5,113.9,101.32,108.86,106.51,121.02,118.97
237,2024-10-01,114.69,124.53,104.68,114.79,115.51,115.44,104.44,112.56,101.32,108.71,106.56,121.63,120.08
238,2024-11-01,114.4,121.32,104.81,115.48,115.48,114.99,104.56,113.69,101.32,108.15,106.63,121.87,120.2
239,2024-12-01,114.91,123.61,104.58,115.49,115.67,115.84,104.56,114.32,101.34,108.66,106.74,122.18,119.71
240,2025-01-01,115.71,125.13,104.61,115.46,115.87,116.17,105.42,115.62,101.34,109.63,107.17,122.65,123.0
241,2025-02-01,116.08,126.45,104.69,115.86,116.47,116.61,105.43,116.19,101.34,108.89,107.26,122.86,123.07
